,publication_number,publication_date,country_code,family_id,title_text,abstract_text,uspc_code,cpc_code,ipc_code,refs,embedding_v1,valid
150,US-2012154277-A1,20120621,US,46233711,Optimized focal area for augmented reality displays,"A method and system that enhances a user&#39;s experience when using a near eye display device, such as a see-through display device or a head mounted display device is provided. An optimized image for display relative to the a field of view of a user in a scene is created. The user&#39;s head and eye position and movement are tracked to determine a focal region for the user. A portion of the optimized image is coupled to the user&#39;s focal region in the current position of the eyes, a next position of the head and eyes predicted, and a portion of the optimized image coupled to the user&#39;s focal region in the next position.",['345/158.'],"['G06F3/013', 'G02B27/0093', 'G02B2027/0187', 'G02B2027/0178', 'G02B2027/014', 'G02B27/017']",['G09G5/08'],"['US-2008036875-A1', 'US-2008024597-A1', 'US-2009256904-A1', 'US-2002057280-A1', 'US-5737012-A', 'US-5495576-A', 'US-2008285140-A1']",",",True
151,US-5115739-A,19920526,US,26998260,Document imprinting device having a rotation detector mounted on the print drum,"A document imprinting device for imprinting on documents such as checks, and its method of use, comprising a frame, a document feeding mechanism mounted on the frame for sequentially feeding documents, a conveying mechanism for conveying a document from the document feeding mechanism along a document conveyance path, an imprinting mechanism for imprinting the documents conveyed along the document conveyance path, said imprinting mechanism including a print drum mounted on a rotatable shaft having a generally round surface with a flat segment, a sensing mechanism positioned along the document conveyance path for sensing the position of the documents and for triggering the imprinting mechanism such that the document is imprinted at a desired location on the document, and rotation detecting means for detecting whether said shaft makes a rotation.","['101/232.', '101/214.', '101/240.', '101/91.']","['B65H1/02', 'B41K3/005']","['B41K3/00', 'B65H1/02']","['US-4909149-A', 'US-4688481-A', 'US-4727437-A', 'US-4321531-A', 'US-4956551-A', 'US-3869986-A', 'US-4416449-A']",",",False
152,US-7127082-B2,20061024,US,32068182,Active fiducials for augmented reality,"The present invention provides active fiducials for use with augmented reality client systems. A computer system, a method, and a computer program product are presented, which provide location-registered patterns for providing information regarding objects in an area. The computer system comprises a memory for storing information regarding at least one object, the information including the location of an object. A processor is connected with the memory to retrieve a portion of the information, including the location of the object, from the memory for transmission to the client system via a wireless communication module which is connected with the processor and is configured to detect a compatible client system within communication range of the wireless communication module, and if a compatible client system is detected, to transmit a portion of the information regarding the object, including the location of the object, from the computer system to the client system.","['382/103.', '709/203.']",['G01S13/74'],"['G06K9/00', 'G01S13/74']","['US-6356529-B1', 'US-5926568-A', 'US-6173316-B1', 'US-6560640-B2', 'US-6236365-B1', 'US-6473609-B1', 'US-5776612-A', 'US-6064749-A', 'US-5528232-A']",",",True
153,US-8755966-B2,20140617,US,49236088,System and method for controlling autonomous machine within lane boundaries during position uncertainty,"An autonomous machine control system includes a positioning unit measuring position and orientation, and a navigation unit storing a route plan including an intended travel path along a lane. The lane has a width defined by a left-hand boundary and a right-hand boundary. The navigation unit receives an uncertainty value associated with the position or orientation, and creates a virtual two-dimensional footprint based on an actual machine footprint and the uncertainty value. The navigation unit also simulates movement of the virtual footprint along the intended travel path, calculates a left-hand margin value defined by the virtual footprint and the left-hand boundary, and calculates a right-hand margin value defined by the virtual footprint and the right-hand boundary. The margin values are compared to a predetermined value, and speed or travel direction of the machine is controlled if either of the margin values is below the predetermined value.","['701/25.', '701/50.']","['G05D1/0274', 'G05D2201/021', 'G05D1/0278']",['G05D1/02'],"['US-2002060267-A1', 'US-7706917-B1', 'US-8412449-B2', 'US-7603235-B2', 'US-2010256835-A1', 'US-8126642-B2', 'US-7711464-B2', 'US-5189612-A', 'US-6393362-B1', 'US-5923270-A', 'US-2002099481-A1', 'US-2002143461-A1', 'US-2010256836-A1', 'WO-2011141619-A1', 'US-8131415-B2', 'US-8280623-B2', 'US-8447440-B2']",",",False
154,US-2015178043-A1,20150625,US,53400090,Combined  multi-source input interface,Computerized method for composing actions from two or more input sources comprising. The method includes identifying content rendered on a content provisioning interface. The method further includes receiving a first input from a first input source on a part of the identified content. A second input from a second input source is also received to interact with the part of the identified content. The second input source is different from the first input source. The method also includes composing a combined action from the received second input from the second input source and the received first input from the first input source. The composed action is executed to interact with the part of the identified content.,['715/728.'],"['G06F3/0488', 'G06F3/167', 'G06F2203/0381', 'G06F3/04842']","['G06F3/16', 'G06F3/0484', 'G06F3/0488']","['US-2015025876-A1', 'US-6167376-A']",",",False
155,US-8103484-B2,20120124,US,38325640,Method and apparatus for computer-aided design of three-dimensional objects to be fabricated,A computer-aided design apparatus generates a tree structure of coordinate systems defining the topology of a three-dimensional object to be fabricated. The coordinate systems are positioned and orientated in accordance with mathematical functions. The mathematical function positioning child coordinate systems has the identity of the parent coordinate systems as a variable so that the positions of the child coordinate systems relative to their parent coordinate systems vary in accordance with the identity of the parent coordinate systems. Data defining the coordinate systems and connections therebetween is stored in a graph. Bases having a defined relationship are identified and three-dimensional content objects are added thereto. The content objects are added using the same mathematical function to generate a three-dimensional content object in each of a plurality of coordinate systems. The mathematical function for generating the content objects has the identity of the coordinate systems as a variable thereof to generate the content object in each coordinate system with a different shape.,"['700/98.', '345/419.', '703/1.']","['G06T17/10', 'G06F17/50']",['G06F17/50'],"['US-4858146-A', 'US-2004049739-A1', 'US-6985793-B2', 'US-4600919-B1', 'US-2003043154-A1', 'US-6844877-B1', 'FR-2793926-A1', 'US-5524187-A', 'US-7089511-B2', 'US-6940505-B1', 'US-2002123812-A1', 'US-2002083076-A1', 'WO-02097735-A1', 'US-2004236561-A1', 'US-2004145614-A1', 'US-6791549-B2', 'US-2009204373-A1', 'US-6154213-A', 'US-2004153186-A1', 'US-2005021318-A1', 'US-4600919-A', 'US-6600485-B1', 'US-2003214503-A1', 'US-2006106485-A1', 'US-6718291-B1', 'US-4821214-A', 'US-7190363-B2', 'US-2004205519-A1', 'US-5452238-A', 'US-6587746-B1']",",",True
156,US-7822166-B2,20101026,US,32038226,Fuel assembly for a boiling water reactor,"A fuel assembly for a boiling water reactor contains a plurality of fuel rods maintained laterally by spacers and surrounded by a fuel assembly case. The outer walls of a spacer are provided with projecting elements that maintain a minimum space between the outer surface of the spacer and the fuel assembly case, the opening span of a spacer being smaller than the internal width of the fuel assembly case. The fuel assembly is characterized in that the spacer is maintained in an off-center position by a force acting laterally thereon such that an external space located between an outer surface of the spacer associated with the outer surface of a central cell and the fuel assembly case is narrower than an internal gap opposite the external space and oriented towards the center or towards a control element disposed at the center.","['376/438.', '376/442.', '376/435.', '376/449.', '376/448.']","['G21Y2002/302', 'Y02E30/40', 'G21C3/332', 'G21Y2004/30']","['G21C3/332', 'G21C3/32']","['WO-0038194-A1', 'JP-2000193774-A', 'US-5183629-A', 'US-2002075987-A1', 'US-5178825-A', 'US-6519309-B1', 'US-4585616-A', 'US-6600800-B2', 'US-5267291-A', 'US-5253278-A', 'US-4588550-A', 'US-5267286-A', 'US-6516043-B1']",",",False
157,US-2014002491-A1,20140102,US,49777671,Deep augmented reality tags for head mounted displays,"Techniques are provided for rendering, in a see-through, near-eye mixed reality display, a virtual object within a virtual hole, window or cutout. The virtual hole, window or cutout may appear to be within some real world physical object such as a book, table, etc. The virtual object may appear to be just below the surface of the physical object. In a sense, the virtual world could be considered to be a virtual container that provides developers with additional locations for presenting virtual objects. For example, rather than rendering a virtual object, such as a lamp, in a mixed reality display such that appears to sit on top of a real world desk, the virtual object is rendered such that it appears to be located below the surface of the desk.",['345/633.'],"['G06F3/013', 'G06F3/012', 'G02B2027/0187', 'G02B2027/0141', 'G06F3/0304', 'G06F1/163', 'G02B2027/0178', 'G02B2027/014', 'G02B27/017', 'G06F3/011']",['G09G5/00'],"['US-6792398-B1', 'US-2011075257-A1', 'US-2011187706-A1', 'US-2003184567-A1', 'US-2013335301-A1', 'US-2012077582-A1']",",",True
158,US-2013278631-A1,20131024,US,49379694,3d positioning of augmented reality information,"A system and method for providing informational labels with perceived depth in the field of view of a user of a head mounted display device. In one embodiment, the method includes determining a physical location of the user and the head mounted display device, and identifying and determining a distance from the user to one or more objects of interest in the user&#39;s field of view. Using the distance from the user for each object, one can calculate a disparity value for viewing each object. The processor of the head mounted device may gather information concerning each of the objects in which the user is interested. The head mounted display device then provides a label for each of the objects and for each eye of the user, and, using the disparity values, places the labels within the field of view of the user.","['345/8.', '345/633.']","['G06F3/013', 'G02B27/0093', 'G02B2027/0123', 'G06Q30/02', 'G06F3/04842', 'G06F3/017', 'G06F1/163', 'G02C5/143', 'G02B2027/0178', 'G02B2027/014', 'G02B27/017', 'G02B2027/0127', 'G02B2027/0138', 'G06F3/005', 'G06F3/011']",['G02B27/01'],"['US-2006028543-A1', 'US-2008036653-A1', 'US-2007035562-A1', 'US-2009309826-A1', 'US-2008199080-A1', 'US-6045229-A', 'US-2012176411-A1', 'US-2012212484-A1', 'US-2005104089-A1', 'US-2012320155-A1', 'US-7002551-B2', 'US-2010103196-A1', 'US-6166744-A', 'US-5796373-A', 'US-2007047040-A1']",",",True
159,US-2003063089-A1,20030403,US,22191879,Image-based method and system for building spherical panoramas,The invention relates to building spherical panoramas for image-based virtual reality systems. The image-based spherical panoramas can be navigated in any desired view direction (360-degrees) by suitable three-dimensional image browsers or viewers. The method and system also includes computing the number of photographs required to be taken and the azimuth angle of the center point of each photograph for building a spherical environment map representative of the spherical panorama. The method and system also includes an algorithm for computing the accurate azimuth angles of these taken photographs and seaming them together to build the spherical environment map.,['345/473.'],"['G06T3/4038', 'G06T3/0018', 'H04N5/23238', 'G06T15/205', 'G06T7/32']","['G06T19/00', 'G06T15/20', 'G06T7/00', 'G06T3/00']","['US-5185667-A', 'US-6157747-A', 'US-6327381-B1', 'US-6018349-A', 'US-6593969-B1', 'US-6686970-B1', 'US-5561756-A', 'US-5393583-A', 'US-5446833-A', 'US-5359363-A', 'US-6011558-A']",",",False
160,US-6121552-A,20000919,US,25364092,Microfabricated high aspect ratio device with an electrical isolation trench,A microfabricated device having a high vertical aspect ratio and electrical isolation between a structure region and a circuit region. The device may be fabricated on a single substrate and may include electrical interconnections between the structure region and the circuit region. The device includes a substrate and an isolation trench surrounding a structure region in the substrate. The isolation trench includes a lining of a dielectric insulative material. A plurality of electromechanical elements are located in the structure region and are laterally anchored to the isolation trench.,['174/253.'],"['B81B2203/033', 'B81C1/00246', 'G01C19/5719', 'G01P15/097', 'B81C2203/0778', 'G01P15/0888', 'G01P15/0802', 'G01P2015/0814', 'G01P15/125']","['G01P15/08', 'B81B3/00', 'G01C19/5719', 'G01P15/097', 'B81B7/02', 'G01P15/125', 'G01P15/10']","['US-4369565-A', 'US-5747353-A', 'US-5198390-A', 'US-3936329-A', 'US-5343064-A', 'US-4874484-A', 'US-5747867-A', 'US-5798283-A', 'US-5847280-A', 'US-5807783-A', 'US-4764644-A', 'JP-H01138110-A', 'US-5131978-A', 'US-5506175-A', 'US-4049903-A', 'US-5262021-A', 'US-5504026-A', 'US-3725671-A', 'US-4063271-A', 'US-5084408-A', 'US-5445988-A', 'US-5271801-A', 'US-5882532-A', 'US-5326726-A', 'US-3962052-A', 'US-5847454-A', 'US-5126810-A', 'US-5592015-A', 'US-4698900-A', 'US-4307507-A', 'US-5576250-A', 'US-5447067-A', 'US-5719073-A']",",",False
161,US-5984376-A,19991116,US,21831381,Closed coupling male spring lock fitting,"A compact, lightweight closed coupling male spring lock fitting for direct connection to an air-conditioning hose having an inner sleeve, an outer sleeve and an annular cage, the inner sleeve having stepped portion that receives an inner surface of the annular cage. The annular cage surrounds the outer diameter of the inner sleeve and is spaced a distance from one end of the inner sleeve. The outer sleeve abuts an outer surface of the annular cage and prevents axial movement of the annular cage. The outer sleeve is retained in a retaining groove on the outer diameter of the inner sleeve, adjacent the stepped portion. The closed coupling of the outer sleeve and annular cage significantly reduces the overall length and weight of the fitting in comparison to prior art fittings and the inner sleeve may be machined opposed to conventional tube roll-forming processes.","['29/509.', '285/351.', '29/508.', '285/256.', '29/516.']","['F16L33/2076', 'Y10T29/49915', 'Y10T29/49913', 'F16L37/22', 'Y10T29/49927']","['F16L37/22', 'F16L33/207']","['US-4544187-A', 'US-4991876-A', 'US-4657285-A', 'US-5275448-A', 'US-3569903-A', 'US-5022687-A', 'US-4804212-A', 'US-3532101-A', 'US-5137309-A', 'US-4055359-A', 'US-3929357-A', 'US-4369992-A', 'US-2453997-A', 'US-4684157-A', 'US-4114656-A', 'US-5096234-A', 'US-3933378-A', 'US-5105854-A', 'US-3453005-A', 'US-4671542-A', 'US-2939728-A']",",",False
162,US-2012008003-A1,20120112,US,44117900,Apparatus and method for providing augmented reality through generation of a virtual marker,"An apparatus to provide augmented reality (AR), includes a relevant information acquisition unit to acquire relevant information corresponding to an object to implement AR, a relevant information editing unit to edit the of acquired relevant information, and a virtual marker generating unit to generate a virtual marker based on the edited relevant information by mapping the edited relevant information to a marker element, which is defined based on a number, a symbol, an icon, a color or a combination of the number, symbol, icon and color. A method for providing AR includes acquiring relevant information corresponding to an object recognized in an image, editing the relevant information, and generating the a virtual marker based on the edited relevant information.","['348/222.1', '345/633.']","['G06F3/14', 'G06T19/00', 'G09G5/14', 'G06T19/006']","['G09G5/00', 'H04N5/228']","['US-2009167787-A1', 'US-2011115816-A1', 'US-2010164990-A1']",",",True
163,US-7562117-B2,20090714,US,40846435,"System, method and computer program product for collaborative broadcast media","A system, method and computer program product for collaborative media selection among a media provider and a collaborative group of media players, where each individual media player is in processing communications with the media provider. Enables a media broadcaster to perform a procedure which involves (a) sending one or more media suggestions to a plurality of media playing devices that are being used by a plurality of participating users, (b) receiving from each of the plurality of participating users via their media playing devices a response indicating acceptances or rejection for the suggested media item, (c) tallying the responses and determining if the media suggestion is collaboratively accepted by the group of collaborating users, and (d) broadcasting media content for real-time play to the plurality of media playing devices if the media suggestion is collaboratively accepted. Otherwise, sending an alternative suggested media item. The present invention further includes a variety of prioritization methods wherein participating users may have non-equally impact upon in the collaborative decision making process.","['709/231.', '709/232.', '705/59.', '709/205.', '709/219.', '709/206.', '705/40.', '709/246.']","['H04N21/252', 'G06Q20/102', 'H04N7/17318', 'H04N21/4756', 'H04N21/44245', 'H04N21/84', 'H04N21/4882']","['G06F15/173', 'G06F15/16']","['US-6376971-B1', 'US-6256011-B1', 'US-5769640-A', 'US-5701140-A', 'US-6304520-B1', 'US-6504571-B1', 'US-5185561-A', 'US-4430595-A', 'US-4490810-A', 'US-6686531-B1', 'US-5189355-A', 'US-6564210-B1', 'US-6655817-B2', 'US-5629594-A', 'US-5897437-A', 'US-5916063-A', 'US-5870740-A', 'US-4360345-A', 'US-6401027-B1', 'US-6768066-B2', 'US-5273038-A', 'US-5634051-A', 'US-6154201-A', 'US-5643087-A', 'US-6211861-B1', 'US-6470207-B1', 'US-2004117306-A1', 'US-6314094-B1', 'US-5800177-A', 'US-6119114-A', 'US-5928248-A', 'US-6470302-B1', 'US-5857939-A', 'US-5800178-A', 'US-5889672-A', 'US-6665644-B1', 'US-6111577-A', 'US-5724264-A', 'US-5767839-A', 'US-6721706-B1', 'US-5821920-A', 'US-5825308-A', 'US-4018121-A', 'US-6526411-B1', 'US-5791908-A', 'US-5296871-A', 'US-5572201-A', 'US-6024576-A', 'US-6411896-B1', 'US-6192340-B1', 'US-4983901-A', 'US-6298323-B1', 'US-5731804-A', 'US-4823634-A', 'US-5755577-A', 'US-4091302-A', 'US-5828197-A', 'US-5889670-A', 'US-4868549-A', 'US-6429846-B2', 'US-5742278-A', 'US-6735568-B1', 'US-5614687-A', 'US-5747714-A', 'US-5728960-A', 'US-6199067-B1', 'US-5296846-A', 'US-6323412-B1', 'US-4712101-A', 'US-5534917-A', 'US-5754023-A', 'US-4054749-A', 'US-5186629-A', 'US-6765495-B1', 'US-6366272-B1', 'US-6498982-B2', 'US-6732090-B2', 'US-6160489-A', 'US-6096004-A', 'US-6598707-B2', 'US-5882206-A', 'US-6686911-B1', 'US-6106301-A', 'US-6640187-B1', 'US-5721566-A', 'US-6697044-B2', 'US-4907973-A', 'US-5220260-A', 'US-6244742-B1', 'US-5704791-A', 'US-6563487-B2', 'US-6749537-B1', 'US-5709219-A', 'US-6088017-A', 'US-6636835-B2', 'US-5164530-A', 'US-5666138-A', 'US-5559412-A', 'US-5952596-A', 'US-6300938-B1']","[-0.04386831, -0.19024834, -0.005057449, 0.025639383, -0.20097339, -0.12087504, 0.21418665, 0.10769111, 0.11363963, 0.007309402, 0.0067819217, 0.074293375, 0.014055239, -0.048929576, 0.18913285, 0.088716775, 0.22237355, 0.084240526, 0.16374901, -0.012454572, 0.13447845, 0.19117954, -0.026844164, 0.066159084, -0.18715471, -0.08397631, 0.22995773, 0.055646013, 0.07168417, -0.06816753, 0.035786137, 0.033028606, 0.038583606, -0.0140517, -0.16912295, -0.0765262, -0.08736543, -0.2381256, -0.15570919, 0.018102042, -0.16330129, -0.103217706, 0.13328981, 0.24203902, 0.14768617, 0.11289068, -0.0021625545, 0.056574523, -0.15586114, 0.1250021, -0.12443986, 0.19317265, -0.062653586, 0.015929773, -0.08463171, 0.045837738, -0.060027402, 0.032763883, -0.15270604, 0.061863124, -0.15322815, 0.28143916, -0.10850368, -0.03958337]",True
164,US-6898307-B1,20050524,US,23584874,Object identification method and system for an augmented-reality display,"A method and apparatus selectively displays a processor generated image in accordance with user instructions detected by a processor from a processor viewing device disposed to view a real reference item controlled by the user. The real item, preferably a page of paper, is disposed as a reference frame for an electronic image to be displayed. The orientation of the page is identified by the system. Corresponding real world coordinates are computed for the captured image and compared with predetermined standards to verify the nature of the object.","['382/203.', '345/633.', '382/154.']","['G06T7/74', 'G06F3/017', 'G06T19/006']","['G06F3/048', 'G06F3/01', 'G06K9/00', 'H04N7/18', 'G09G5/00', 'G06F3/00', 'G06K9/46', 'G06T7/00']","['US-6317127-B1', 'US-6408257-B1', 'US-6064749-A', 'US-6266057-B1', 'US-6278479-B1']","[0.17942218, -0.023068033, -0.07754535, -0.123112924, 0.018144263, -0.17783555, -0.0027816372, -0.03683688, 0.06732558, -0.047686256, -0.10008633, 0.26741034, -0.01763862, 0.015001036, -0.08094779, 0.13434364, 0.041704115, 0.1564744, 0.14069545, 0.25725946, 0.12462072, 0.12269821, -0.14454396, 0.1486725, 0.07508956, 0.027702682, 0.23513821, 0.107192315, 0.07239262, 0.008869694, 0.15747279, 0.0333056, -0.13862407, 0.0015548314, -0.08138596, -0.18434496, 0.13875237, -0.12023834, 0.05687055, 0.08769042, 0.02437269, -0.1987857, 0.011901741, 0.05083427, -0.033636432, -0.03959456, 0.06281481, -0.15960172, 0.04034846, -0.16482455, -0.15298574, -0.06512129, 0.109758355, -0.012461137, -0.16602987, 0.25018722, 0.09013786, 0.2696842, -0.13852379, 0.052382395, -0.07036999, 0.16520165, -0.1223841, 0.14456397]",True
165,US-2013141419-A1,20130606,US,48523655,Augmented reality with realistic occlusion,"A head-mounted display device is configured to visually augment an observed physical space to a user. The head-mounted display device includes a see-through display and is configured to receive augmented display information, such as a virtual object with occlusion relative to a real world object from a perspective of the see-through display.","['345/419.', '345/633.']","['A63F2300/6653', 'G09G2340/125', 'G09G2340/14', 'G09G3/003', 'G09G2340/12', 'G06T19/006', 'A63F13/25', 'G09G2354/00', 'A63F13/847', 'G06F3/011']","['G06T15/00', 'G09G5/377']","['US-2011216002-A1', 'US-2009128564-A1', 'US-2011216060-A1', 'US-2003032484-A1', 'US-2011292076-A1', 'US-2010287485-A1', 'US-2009110291-A1', 'US-2008024594-A1', 'US-2010185529-A1', 'US-2005174361-A1']","[0.06067781, -0.26507637, 0.010283651, -0.09135964, -0.13508976, -0.17727223, 0.071357496, -0.019110491, -0.009876168, -0.19533578, 0.0056274063, 0.1882784, 0.031955425, -0.03598855, -0.09713742, 0.14059891, -0.06421296, -0.06909544, 0.08844039, -0.04366614, 0.20487194, 0.14957418, -0.1466659, 0.17773333, -0.043621246, -0.02280422, 0.2503092, 0.19630006, 0.14548755, 0.10740061, 0.15699308, 0.09735901, -0.07847822, 0.086816356, -0.2564185, -0.23184362, 0.12078738, -0.10606988, -0.014445269, 0.16265635, -0.16447707, -0.114506245, -0.10033532, 0.15672646, -0.10702636, -0.030278921, 0.0044582174, -0.05763564, -0.03901772, -0.013536854, -0.08298728, -0.20058335, 0.003082371, 0.1126448, -0.14785887, 0.013860115, 0.017835941, 0.13254726, -0.12321167, 0.030079132, -0.12240145, 0.12013764, -0.14017993, 0.088747434]",True
166,US-8345952-B2,20130101,US,38604442,"Image processing system, image processing apparatus, image sensing apparatus, and control method thereof",A first process to be executed by an apparatus and a second process to be executed by an apparatus to obtain a composite image by compositing a real space image with a virtual space image are determined by negotiation. The apparatus ( 101 ) transmits data necessary for executing the second process to the apparatus. The apparatus executes the second process by using the data and transmits the process result to the apparatus. The apparatus receives the process result by the apparatus and executes the first process. The apparatus displays a composite image obtained on the basis of the result of the first process or a composite image obtained on the basis of the process result and the received process result.,"['382/103.', '382/154.']",['G06T19/006'],['G06K9/00'],"['US-7693702-B1', 'JP-2003256876-A', 'US-7991220-B2', 'JP-2005182350-A', 'JP-2002112286-A', 'US-7529387-B2', 'US-6759979-B2', 'US-6389153-B1', 'US-6968084-B2', 'US-2003156144-A1', 'JP-2003204481-A', 'JP-H1188913-A', 'JP-2005228140-A', 'US-7427996-B2', 'US-2004066417-A1', 'JP-2004355131-A', 'US-2004021664-A1', 'US-6549641-B2', 'US-2004041822-A1', 'US-6972370-B2', 'US-6990429-B2']","[0.16167341, -0.21433342, -0.16231865, -0.15655825, -0.1021026, -0.01239718, 0.10812177, -0.13876949, 0.00015184011, 0.0727764, 0.009849507, 0.09452778, 0.036263656, 0.11960862, -0.016839173, 0.11657418, -0.027421853, 0.14109865, 0.05916507, 0.15448911, 0.1521668, 0.04075244, -0.06670313, 0.2600669, -0.044668775, -0.08088175, 0.21467859, 0.016149098, 0.09307498, 0.12360687, 0.15130603, 0.014813762, -0.14739625, 0.027808735, -0.030986873, -0.1846728, 0.08824937, -0.11196447, -0.005045965, 0.07742226, -0.20967168, -0.048562817, -0.15479304, 0.013987585, 0.048389472, -0.1313332, 0.19395356, 0.1417667, -0.102240756, 0.008149896, -0.24825655, -0.04121954, 0.06034058, 0.13938309, -0.16595922, -0.0870154, 0.036991566, 0.2121535, -0.19108571, 0.027192682, 0.057360344, 0.20891413, -0.13209242, 0.1819664]",True
167,US-2011258175-A1,20111020,US,44788983,Marker search system for augmented reality service,"A search system, a user device, and a server for AR service are disclosed. The search system includes a search engine configured to search a web content and a marker, in response to an input of a user, a matching unit configured to match the searched web content with the searched marker, and an output unit configured to transmit a document including the searched web content and the searched marker to the user.","['707/709.', '707/E17.108']","['G06F17/30864', 'G09G5/377']",['G06F17/30'],"['US-2008071559-A1', 'US-2008048044-A1', 'US-2007035562-A1', 'US-2009289956-A1', 'US-2003126117-A1', 'US-2005289590-A1', 'US-2009285444-A1', 'US-2008203167-A1', 'US-2009069000-A1', 'US-2005274810-A1', 'US-2008017722-A1', 'US-2010048290-A1', 'US-5886698-A', 'US-2007239724-A1', 'US-2007214155-A1', 'US-6917370-B2', 'US-2003121006-A1', 'US-2003078766-A1']","[0.15044709, -0.110685386, -0.048683383, -0.054082982, -0.16050185, -0.14219639, 0.096835434, 0.017400237, 0.06062974, -0.18690543, -0.10126542, 0.083698735, 0.0013716567, -0.072620355, -0.061171684, 0.048904918, 0.05926356, 0.15077455, 0.09503574, 0.31634963, 0.21929558, 0.063264534, -0.08834939, -0.007900296, 0.05988934, 0.0300161, 0.2568447, 0.10096167, 0.20168838, 0.0014145905, 0.13695514, 0.06788821, 0.0282891, -0.080094025, -0.1232697, -0.0030893038, 0.086065255, 0.044795595, 0.019737348, 0.108493656, -0.13541709, -0.21324055, -0.030294068, 0.1641492, -0.095959514, -0.030321484, 0.080553375, -0.032113574, -0.19488293, 0.083357275, -0.11250842, 0.09326966, 0.0017901248, 0.103709675, -0.0015184365, 0.13351263, 0.16667023, 0.14997631, -0.19512013, -0.004715526, 0.0032169933, 0.37867743, -0.09548446, 0.0882749]",True
168,US-5723310-A,19980303,US,22334217,Aqueous multiple-phase isolation of polypeptide,"A method is described for isolating an exogenous polypeptide in a non-native conformation from cells, such as an aqueous fermentation broth, in which it is prepared comprising contacting the polypeptide with a chaotropic agent and preferably a reducing agent and with phase-forming species to form multiple aqueous phases, with one of the phases being enriched in the polypeptide and depleted in the biomass solids and nucleic acids originating from the cells. Preferably, the method results in two aqueous phases, with the upper phase being enriched in the polypeptide.","['530/402.', '530/422.', '435/69.1', '435/804.', '530/399.', '435/70.1', '435/803.']","['Y10S435/803', 'C07K14/61', 'C07K14/65', 'C07K1/1133', 'Y10S530/808', 'Y10S435/804']","['C07K14/47', 'C12P21/02', 'C12P21/00', 'C07K14/61', 'C12N1/21', 'C12N15/09', 'C07K14/65', 'C07K1/14', 'C07K1/113', 'C12R1/19']","['US-5210028-A', 'US-4710473-A', 'US-4795706-A', 'US-4879234-A', 'US-4690892-A', 'US-4843155-A', 'US-5410026-A', 'US-5093254-A', 'US-4673641-A', 'US-5459052-A', 'US-4565785-A', 'US-5407810-A', 'WO-9102089-A1', 'US-4738921-A', 'DE-2943016-A1', 'US-4961969-A', 'WO-9207868-A1', 'US-5158875-A', 'US-5288931-A', 'WO-8808003-A1', 'US-4684723-A', 'US-4579661-A']",",",False
169,US-4843677-A,19890704,US,22623902,Tilted axle caster with brake,"An enclosed tilted axle caster with an internally mounted brake mechanism includes a caster body, a caster wheel and a braking element of singular resilient construction completely internally disposed within the caster body. A cam element enclosed within the caster body is actuable by an operating pedal which extends out of the caster body for engagement by a foot to move the resilient braking element from its normally biased, released position, to a braking position in which the caster wheel is locked against rotation.","['188/1.12', '16/18.A', '16/35.R']","['Y10T16/195', 'B60B33/0052', 'Y10T16/214', 'B60B33/021']","['B60B33/02', 'B60B33/00']","['US-2138433-A', 'US-3238558-A', 'US-4559668-A']",",",False
170,US-8390534-B2,20130305,US,38657545,Method and device for generating tracking configurations for augmented reality applications,A method and a device for determining tracking configurations for augmented reality applications are provided. A determination is automatically carried out based on a list of modules provided in a real environment and known tracking data of individual modules of the list in terms of an online operation at an operator of a system.,"['382/103.', '345/8.', '348/61.']","['G06T2207/30244', 'G06T7/70', 'G06T7/20']",['G09G5/00'],"['DE-102005046762-A1', 'US-2010164990-A1', 'US-2002191862-A1']",",",True
