,publication_number,publication_date,country_code,family_id,title_text,abstract_text,uspc_code,cpc_code,ipc_code,refs,embedding_v1,valid
149,US-3879471-A,19750422,US,25299399,Polyethers having {60 -halothioether side chains,WHEREIN R1 and R2 are separately hydrogen or a monovalent organic radical and X is halogen.   Low molecular weight polyethers having utility as plasticizers and release agents comprise repeating monomer units represented by the general formula:,"['568/614.', '568/45.', '568/609.', '568/610.', '524/368.', '568/46.']","['C07C323/00', 'C08L101/00', 'C08G65/3342', 'C08G65/326']","['C08G65/334', 'C08G65/326', 'C07C43/12', 'C08L101/00']","['US-2619508-A', 'US-3415902-A']","[0.12950325, 0.215797, 0.010151159, 0.014954896, -0.04249933, 0.19275208, -0.096588485, -0.053446267, 0.052564133, 0.084583856, 0.036662515, 0.07009325, 0.038285855, -0.2522987, 0.017736927, 0.01920389, -0.038310543, 0.009054992, -0.31428322, 0.049366374, -0.20954713, -0.016210385, -0.022074485, 0.008543669, 0.061221868, 0.027702216, 0.09910553, 0.28434518, -0.07136578, 0.046087816, -0.028716953, 0.028811416, -0.041734405, 0.0024278164, 0.00041438174, -0.44490153, -0.14206968, -0.033832833, -0.0565415, -0.049226914, -0.18111947, -0.17570826, 0.14347856, 0.0039350837, -0.14448412, 0.07418714, -0.1297915, -0.041000422, -0.026298411, 0.097889006, 0.011019355, -0.11555354, -0.100084014, -0.09098112, 0.027164368, 0.033716623, -0.08276461, -0.151167, -0.07155676, 0.14801246, -0.09754093, 0.20462224, -0.07243499, 0.1963606]",False
150,US-2008016837-A1,20080124,US,38621109,Rotary platform having converging elements for specialty crops,"A rotary platform is provided for the harvest of specialty crops such as grass seed. In particular the conditioning rolls are removed from the header to reduce seed shatter and converging elements are added inside the conditioner opening on both sides and to the rear of the cutterbar to feed the crop around the conditioner opening corner and to the rear of the platform. Additional converging elements are provided behind the first converging elements at a angle less then 90 DEG. to the ground so as to form the top of the windrow so that there is minimal seed loss. The converging elements may or may not be powered and the angle of the second converging element can be adjustable. The rotary knives perform the cutting function more efficiently than a sickle cutterbar, and the converging elements move the crop toward the center to form a windrow with less disturbance.",['56/192.'],['A01D57/30'],['A01D57/30'],"['US-5852921-A', 'US-6032444-A', 'US-5916112-A', 'US-3772865-A', 'US-6502378-B2']","[-0.029081196, -0.13986649, -0.15049297, -0.08784745, -0.19169818, 0.12515302, -0.31437844, 0.046416078, 0.22347966, -0.17957574, 0.0662305, 0.09013023, 0.16872804, 0.07772844, 0.11876876, 0.175849, 0.038815822, -0.08466109, -0.14932007, -0.20577087, -0.22129309, -0.0775831, -0.11098539, -0.12159828, -0.02588823, -0.0567791, 0.15258288, 0.044936202, -0.052162234, -0.043496806, 0.03555832, 0.17758875, 0.0657838, 0.040693063, -0.09168167, -0.12842627, 0.17001212, 0.046645638, -0.04568956, -0.098896526, -0.05456513, 0.10769596, 0.1128193, 0.0016494258, 0.08753981, -0.11382432, 0.16747946, 0.08905826, -0.22199672, 0.10813213, 0.12442544, 0.08288992, -0.08461132, 0.10975441, 0.14973645, -0.15146105, 0.04083547, 0.08535806, -0.01961498, 0.11131303, -0.02108042, 0.16418785, -0.18799362, 0.097298354]",False
151,US-7295683-B2,20071113,US,34675236,Lane recognizing image processing system,"A lane recognizing image processing system for recognizing lane markings laid on a driving road for motor vehicles includes a lane marking candidate point extraction means ( 20 ) for extracting lane marking candidate points (C) from an image (G) taken by an image pickup means ( 10 ) mounted on the motor vehicle, and a lane recognizing means ( 30 ) for recognizing a lane defined on the road on the basis of set of the lane marking candidate points (C). The lane recognizing means ( 30 ) includes a lane marking candidate point position converting means ( 31 ) for recognizing as lane marking candidate point positions the positions of the lane marking candidate points (C) transformed onto a straight line extending toward a null point.","['340/438.', '382/104.']","['G06K9/4604', 'G06K9/00798', 'G06T7/73']","['G06T7/60', 'G06K9/30', 'B60R1/00', 'G06K9/00', 'H04N7/18', 'G08G1/16', 'B60R21/00', 'G06T1/00', 'G06K9/46', 'G06T7/00']","['US-2002041229-A1', 'US-5835028-A', 'US-2002081001-A1', 'JP-H09113221-A', 'JP-H03158976-A', 'US-2004042638-A1']","[-0.07023148, -0.0049459133, -0.19831543, -0.19956096, -0.24570091, 0.11242491, -0.007016733, -0.010411801, 0.114218846, 0.13445881, 0.020312417, 0.1601981, 0.19564159, -0.02668349, -0.016576787, 0.07034777, -0.00613431, 0.053912878, -0.2315006, 0.15765512, -0.06123584, 0.008753418, -0.26759785, -0.01278954, 0.007984658, 0.058915548, 0.06144684, 0.2075803, 0.1360134, -0.007681248, -0.002883419, -0.048681766, -0.09598829, 0.072378255, 0.020078525, -0.19314337, 0.09523191, -0.19969861, 0.14061491, 0.22784093, -0.00013809784, -0.24017978, -0.07176579, 0.09594991, 0.075842686, -0.11544065, 0.064408585, -0.1161905, 0.06558767, -0.061311226, 0.030149966, 0.018800927, -0.017112777, 0.25927594, 0.076655075, 0.10147395, 0.16536795, 0.13674375, -0.09650539, 0.012679169, -0.03475806, 0.25251278, -0.11915301, 0.060991287]",True
152,US-8400011-B2,20130319,US,43854294,"Illumination device, automotive lighting equipment, and vehicle",An illumination device improved in safety to the eye is provided. The illumination device includes: a semiconductor laser element to serve as an excitation light source which emits laser light; a fluorescent plate which contains a fluorescent substance for emitting light of a desired color and is irradiated with laser light emitted from the semiconductor laser element; a light receiving element part which detects light reflected from the fluorescent plate; and a light source control part which controls laser light emitted from the semiconductor laser element based on a detection signal from the light receiving element part.,['307/9.1'],"['F21V9/30', 'F21Y2115/30', 'F21W2102/00', 'F21V23/0442', 'F21S45/10', 'F21S41/14', 'H01S5/005', 'F21S41/16']",['B60L1/00'],"['JP-2001012921-A', 'US-2004137265-A1', 'JP-3107924-B2', 'JP-2004354495-A', 'US-2003030808-A1', 'US-2011043764-A1', 'JP-2011044367-A', 'JP-2004533097-A', 'US-2005236628-A1', 'WO-02091487-A1', 'JP-H03107924-A', 'JP-2008073346-A', 'CN-1661825-A']","[-0.2834027, -0.064134665, -0.007409888, -0.33600575, -0.022049593, 0.16338089, -0.022998814, -0.046609096, -0.03168684, -0.10508811, 0.042419948, 0.14266317, 0.04588972, -0.103772014, -0.18660216, -0.06746891, 0.08409344, 0.06860603, -0.12785266, 0.110475704, -0.10248599, -0.03828529, 0.07189976, 0.14958072, 0.033878975, -0.12389111, 0.1989524, 0.21662998, -0.07174125, -0.027452977, 0.22270027, -0.09457519, 0.13308519, 0.04521578, -0.11939397, -0.23333003, 0.18144588, -0.3258814, -0.0022255143, 0.1626525, 0.057915337, 0.041724168, -0.01198332, 0.07186042, 0.023102382, 0.08573803, 0.043719355, -0.12127588, -0.027830089, 0.041594308, -0.08617318, -0.073884964, -0.09703224, 0.111216016, -0.06584498, -0.08798153, -0.0019057388, 0.03665927, -0.13253658, -0.054390863, 0.067218326, 0.2644959, 0.031491444, 0.05885811]",False
153,US-7636455-B2,20091222,US,29583483,Digital image edge detection and road network tracking method and system,"A system and method for finding edge orientation and magnitude, and extracting a road path from an image. An image is segmented into at least a first window and a second window. A first road segment having plural parameters within the first window is specified. Plural road segments are identified, each having plural parameters, in the second window. The orientation of plural line segments in the second window are determined, and paired, based on their orientation. The line segment orientations are determined by receiving a plurality of edge orientation estimates, transforming a portion of them, and aggregating the transformed portion into an edge orientation estimate. A stochastic process is performed on the plural parameters of the plural road segments to identify a second road segment having the maximum correlation with the plural parameters of the first road segment.","['701/28.', '348/118.', '382/190.', '382/104.']","['G06T7/12', 'G06T17/05', 'G06K9/0063', 'G06T2207/10016', 'G06T5/50', 'G06K9/4609', 'G06T2207/30256']","['G06T17/50', 'G06K9/00', 'H04N7/00', 'G06T5/50', 'G05D1/00', 'G06T5/00']","['US-6466684-B1', 'US-2006149780-A1', 'US-6807287-B1', 'US-6683969-B1', 'US-2002031242-A1', 'US-6141619-A']","[0.057469644, -0.09895473, -0.09884051, -0.09972338, -0.20842244, 0.04660167, -0.05609461, -0.032201726, 0.112377055, -0.032736972, 0.013826997, 0.17463829, 0.09422381, -0.07100932, -0.06775175, -0.009447484, 0.009099247, 0.14444774, -0.08535929, 0.35197037, 0.05114111, 0.043566573, -0.14793903, 0.19189464, -0.004368516, 0.08748009, 0.17129913, 0.07908359, 0.04403724, -0.16864178, 0.04281442, -0.06674336, -0.1631915, -0.082538396, -0.0248259, -0.012784339, 0.100441694, -0.071667105, 0.03550965, 0.101682104, -0.26384512, -0.21107446, -0.0037299602, 0.048740182, 0.051562846, -0.24007651, 0.085720465, 0.11650491, 0.08544472, -0.08217008, -0.09735161, -0.10148634, -0.10298743, 0.11455815, 0.10224414, 0.22273041, 0.20540607, 0.09723165, -0.15729931, 0.04897062, -0.006579128, 0.21547738, -0.18290983, 0.15481718]",True
154,US-8502681-B2,20130806,US,44476563,Hand cleanliness,"Among other things, systems to encourage compliance with hand washing procedures can include: an infrared emitter that projects a first infrared beam with a transverse cross-section having a first axis and a second axis that is shorter than the first axis, the transverse cross-section having a maximum length along the first axis, the infrared emitter modulating the first infrared beam to transmit a first identification signal; wherein the infrared emitter projecting the first infrared beam is placed such that the first axis of the transverse cross-section of the first infrared beam is substantially parallel to a boundary.","['340/691.1', '340/573.1', '340/539.1']","['G16H40/20', 'G08B21/245', 'G06F19/00']",['G08B23/00'],"['US-2006272361-A1', 'US-7063722-B2', 'EP-1510987-A3', 'US-5808553-A', 'US-6471087-B1', 'US-2006184240-A1', 'US-2002132214-A1', 'US-6895338-B2', 'US-7267798-B2', 'US-5670945-A', 'US-6847913-B2', 'US-6965312-B2', 'US-5366896-A', 'US-2004186565-A1', 'US-6943678-B2', 'EP-1555351-A1', 'US-5966753-A', 'US-2007080801-A1', 'US-6702826-B2', 'US-2004092965-A1', 'US-7482936-B2', 'US-6038331-A', 'US-7095501-B2', 'US-2005006559-A1', 'US-6131587-A', 'US-6404837-B1', 'US-6392546-B1', 'US-2004135684-A1', 'US-7007698-B2', 'US-6975231-B2', 'US-2006111620-A1', 'US-6964638-B2', 'US-5412816-A', 'US-2002000449-A1', 'US-2005088299-A1', 'US-7936275-B2', 'US-2007008146-A1', 'US-2006067545-A1', 'US-2003179224-A1', 'US-2008042854-A1', 'US-6001127-A', 'US-2003164456-A1', 'US-2006273915-A1', 'US-7191097-B1', 'US-5685262-A', 'US-2005049157-A1', 'US-2005227880-A1', 'US-7286057-B2', 'US-7045673-B1', 'US-4706493-A', 'US-6633772-B2', 'US-4606085-A', 'US-2006025855-A1', 'US-2004172063-A1', 'FR-2805162-B1', 'US-7034677-B2', 'US-2005231373-A1', 'US-6426701-B1', 'US-7087015-B1', 'US-2005233919-A1', 'US-5900067-A', 'US-2005004668-A1', 'US-5870015-A', 'US-2005004665-A1', 'US-2012062378-A1', 'US-7242307-B1', 'US-5914247-A', 'US-2006071799-A1', 'US-7107631-B2', 'US-2003030562-A1', 'US-6032071-A', 'US-5954069-A', 'EP-1455177-B1', 'US-6913608-B2', 'US-7132940-B2', 'US-2006132316-A1', 'US-6278372-B1', 'US-5610589-A', 'US-7074183-B2', 'EP-1480413-B1', 'US-2006214000-A1', 'US-7982619-B2', 'US-7081131-B2', 'US-7024236-B2', 'US-2002082177-A1', 'US-6687190-B2', 'US-7122005-B2', 'US-6009333-A', 'US-6776791-B1', 'US-7236097-B1', 'US-6417773-B1', 'US-6790231-B2', 'US-6246330-B1', 'US-6605038-B1', 'US-6236317-B1', 'US-2003019536-A1', 'US-6883563-B2', 'US-2002180605-A1', 'US-2010109877-A1', 'US-5202666-A', 'US-5943713-A', 'US-6572564-B2', 'US-5373852-A', 'US-2006184241-A1', 'EP-0429414-A2', 'US-6542568-B1', 'US-6245206-B1', 'US-6347724-B1', 'US-5945910-A', 'US-6757898-B1', 'US-6592822-B1', 'US-7293645-B2', 'US-2004243230-A1', 'US-2004148019-A1', 'US-5771925-A', 'US-7271728-B2', 'US-7616122-B2', 'US-2003147925-A1', 'US-2002135486-A1', 'US-2005035862-A1', 'EP-1095190-B1', 'US-2012068843-A1', 'US-4782334-A', 'US-2005090414-A1', 'US-7020508-B2', 'US-6867698-B2', 'US-4370983-A', 'US-7015816-B2', 'GB-2324397-A', 'US-2007015552-A1', 'US-6431400-B1', 'US-6029293-A', 'US-6882278-B2', 'US-5793653-A', 'US-6236953-B1', 'US-2007008149-A1', 'US-2004034289-A1', 'US-2004067544-A1', 'US-2005233918-A1', 'US-2007005129-A1', 'US-7069444-B2', 'US-5544649-A', 'US-6748281-B2', 'US-2008031838-A1', 'US-6727818-B1', 'US-2003220215-A1', 'US-2006240397-A1', 'US-5428213-A', 'US-2004230809-A1', 'US-6355030-B1', 'US-6547130-B1', 'US-5939974-A', 'US-6967576-B2', 'US-4354292-A', 'US-2005191326-A1', 'US-7098793-B2', 'US-7034691-B1', 'US-6375038-B1', 'US-7228874-B2', 'US-6029600-A', 'US-2004155772-A1', 'US-6882273-B2', 'US-5992430-A', 'US-2005134465-A1', 'US-6190326-B1', 'US-6929607-B2', 'US-5900801-A', 'US-2004243104-A1', 'US-2002095073-A1', 'US-6814816-B2', 'US-2004150527-A1', 'US-7242306-B2', 'US-5606159-A', 'US-2004148020-A1', 'US-6426225-B1', 'US-2003130567-A1', 'US-2004090333-A1', 'US-2005079637-A1', 'US-6125482-A', 'US-2004193261-A1', 'US-6468800-B1', 'US-2002019586-A1', 'US-6942694-B2', 'US-5441047-A', 'US-2003026549-A1', 'US-5952924-A', 'US-5812059-A']","[0.019111853, -0.05591522, -0.09200564, -0.13437459, -0.09629799, -0.19247736, 0.0921822, 0.015072737, 0.09416957, -0.08356952, 0.06846084, 0.013616943, 0.075360075, -0.09255532, -0.09871653, 0.21863393, 0.04018728, -0.05711014, -0.10524655, 0.10035338, 0.20370702, 0.04208571, 0.10259683, 0.04590614, -0.085062854, 0.17432764, 0.2558534, 0.22365628, 0.008113703, -0.03634879, 0.027020706, 0.005135084, 0.22209094, -0.22505346, -0.22210951, -0.089953415, 0.060892, -0.16732071, 0.11322536, -0.13976192, -0.07954438, 0.008113396, -0.10678886, 0.012438152, 0.14615096, -0.014639115, 0.091346584, -0.22173087, -0.066908546, -0.042795166, 0.047586415, 0.01075025, -0.07126807, 0.20048942, 0.06834665, 0.027493302, 0.11301264, -0.16064626, 0.018906761, 0.16425668, -0.0511943, 0.35032433, -0.072216325, -0.10434191]",False
155,US-5536033-A,19960716,US,23178555,Collapsible baby jogging stroller,"A three-wheeled jogging stroller with demountable wheels, a removable cloth-like seat and a collapsible frame assembly. The frame assembly includes a primary structural rear axle assembly having a member of an enlarged diameter tubular construction with couplers at opposite ends thereof for supporting demountable or removable large diameter spoked wheel pneumatic tires with the axles thereof canted so that the wheels are downwardly divergent relative to the ground. The rear axle assembly has pivotally coupled thereto a pair of upright support members and a fork assembly. A pair of generally parallel fork members support the removable front wheel at one end thereof, while at the other end, the fork members are pivotally coupled to the rear axle member by means so that the pivotable coupling is displaced, or offset, a given distance from the axis of the rear axle member so that, on folding, the fork and the upright support members are generally parallel to one another. The handlebar assembly includes a first generally U-shaped handlebar member and a second tubular portion including first and second tubes having first ends thereof pivotally coupled to support members attached at the forward end of the fork, the other ends of each of the tubes being fixedly coupled to an interconnect member, to which is pivotally couples the upper U-shaped handlebar portion which includes handle gripping material thereabout.","['301/111.03', '280/62.', '280/650.', '280/642.']","['B62B7/064', 'B62B2205/20', 'B62B7/08', 'B62B7/044']","['B62B7/06', 'B62B7/08', 'B62B7/04']","['US-5299825-A', 'US-5188389-A', 'US-5356171-A']","[-0.04173427, -0.11786346, 0.015016994, -0.18117784, 0.0533911, 0.057012316, -0.067080595, 0.13225865, 0.14679934, 0.0194299, -0.095621414, 0.1621508, 0.18033935, -0.12362469, 0.10265321, 0.17222987, 0.021847801, 0.0054581715, -0.17137733, 0.1044732, -0.28369832, -0.077670425, -0.284233, 0.09130155, -0.15332164, 0.065139845, -0.06761903, -0.16942543, 0.035024118, -0.1001937, 0.04932906, 0.14921002, 0.18151215, -0.17059979, -0.012888098, 0.038832165, 0.12082391, -0.06315497, -0.023424571, 0.21019411, -0.07137614, -0.07805306, 0.12783062, -0.06300023, 0.03844683, 0.024363028, 0.11108886, -0.044507444, -0.083195046, -0.024592817, -0.0432294, 0.022247456, 0.097768225, -0.0019497462, -0.13091262, -0.2191688, 0.28136033, 0.037311826, 0.03786388, -0.06466025, -0.18154491, 0.16085942, -0.20565625, -0.13255692]",False
156,US-2006267795-A1,20061130,US,33427182,Traffic information system for conveying information to drivers,"A versatile traffic information system ( 1 ) comprises: a light source ( 10 ), designed for generating a relative narrow, intense light beam ( 11 ); housing means ( 100 ) adapted for being mounted adjacent or above a road surface ( 3 ), accommodating the light source ( 10 ), having a beam exit window ( 101 ) for allowing the light beam ( 11 ) to exit the housing; a controllable beam deflection system ( 20 ), capable of changing a direction of the light beam ( 11 ) towards a projection area ( 2 ) on the road surface ( 3 ) in order to form a relatively small light spot ( 12 ) on the projection area ( 2 );- a control circuit ( 30 ) for controlling the controllable beam deflection system ( 20 ) such as to effectively make the light spot ( 12 ) draw a predefined pattern ( 4 ) on the projection area ( 2 ).",['340/907.'],"['G08G1/0175', 'G08G1/04']","['G09F19/18', 'H04B7/02', 'H04B7/06', 'G08G1/095', 'G03B21/56', 'G08G1/0967', 'H04L1/06', 'G08G1/017', 'G08G1/04', 'H04B10/10']","['US-5973616-A', 'US-6150943-A', 'US-4084339-A', 'US-5575550-A']","[-0.05838046, -0.0070144907, -0.14208053, -0.23985988, -0.20836118, 0.15677789, -0.029982775, 0.0012439807, 0.07235228, -0.032005176, -0.05528275, 0.19504155, 0.12199214, -0.02994604, -0.040983666, 0.14571238, 0.24051365, 0.2076576, -0.044224598, 0.22637048, -0.034250908, 0.08473994, -0.1324798, 0.06797592, -0.010177401, 0.024581872, 0.20125139, 0.28751963, -0.027531434, -0.085401125, 0.079201795, -0.013112666, 0.024023429, -0.01380079, -0.20319523, -0.19524866, 0.19714905, -0.1808121, 0.08672925, 0.10181302, -0.0068794456, 0.057363577, -0.11805967, 0.098703474, 0.1465819, 0.028789995, 0.027222266, -0.10630665, -0.025074651, -0.08821493, 0.019244188, 0.0013497757, 0.0022583127, 0.015478822, 0.22838598, -0.16579656, -0.1497798, 0.15214565, -0.14510188, -0.13997744, -0.049342655, 0.10675554, -0.041654363, -0.13906437]",True
157,US-7110069-B2,20060919,US,19717318,Liquid crystal display with two surface display function,"A liquid crystal display having two display surfaces includes a first substrate supporting a first thin film transistor array and a first color filter array, and a second substrate supporting a second color filter array facing the first thin film transistor array and a second thin film transistor facing the first color filter array, and a layer of liquid crystal material provided between the first and second substrates.","['349/73.', '349/114.', '349/110.']","['G02F2001/133342', 'G02F1/133514', 'G02F1/1362']","['G02F1/1335', 'G02F1/133', 'G02F1/1333', 'G02F1/1362']","['US-6498634-B1', 'US-6466292-B1']","[0.030972894, -0.11590976, 0.008794739, -0.021788668, -0.100250036, -0.09515193, 0.038214337, -0.15010309, 0.073996484, -0.07815347, 0.108243875, 0.16291973, 0.07882316, 0.054145727, 0.0129846055, 0.12625657, 0.11437885, -0.028552506, -0.14251588, 0.24166295, 0.19142069, 0.08034704, -0.098689094, 0.21428433, -0.013860497, -0.13568091, 0.2945215, 0.1437902, -0.03619188, 0.055018764, 0.0632343, -0.07741751, 0.11713008, -0.11623637, 0.1125827, -0.034208264, 0.20218615, -0.22071074, 0.15350886, -0.08511887, 0.029800713, 0.10039168, 0.19847086, 0.030839082, 0.0015306461, 0.1321483, -0.020800127, -0.22945218, 0.09959748, -0.014069073, -0.17215654, 0.026190389, -0.16535136, 0.06861892, 0.015670331, -0.061869893, 0.049973413, -0.004015646, -0.23823024, -0.033654325, 0.16051266, 0.05404787, -0.09790402, 0.27673122]",False
158,US-7912091-B1,20110322,US,43741814,Traffic forwarding in a traffic-engineered link aggregation group,"A data packet is received at a network switch. The packet has a destination address that is reached via a Link Aggregation group on a virtual local area network (VLAN). A forwarding database lookup is performed to determine a Link Aggregation port reference number for the data packet on the VLAN. A Link Aggregation port table is then searched to determine the primary Link Aggregation port and a backup Link Aggregation port for forwarding the packet. A port array for ports in the Link Aggregation group is searched to determine if the primary Link Aggregation port is valid. If the primary port is valid, then the packet is forwarded on the primary Link Aggregation port. If the primary port is not valid, then the packet is forwarded on the backup Link Aggregation port.","['709/224.', '370/490.']","['H04L45/245', 'H04L45/02', 'Y02D50/30', 'H04L45/22']",['H04L12/56'],"['US-2004165588-A1', 'US-7792046-B2', 'US-7194538-B1', 'US-7720066-B2', 'US-7317722-B2', 'US-2006198381-A1', 'US-7633955-B1', 'US-2007036178-A1', 'US-7561571-B1']","[0.019445559, -0.26301414, 0.115227364, -0.14061761, -0.23292837, -0.08030575, -0.04019446, 0.04842807, 0.045548957, -0.071934804, 0.014166707, 0.040294904, 0.015404243, 0.09559851, -0.18038079, 0.037898477, 0.1060164, 0.04609412, -0.17542003, 0.24615599, 0.17070183, -0.050028756, -0.19124565, 0.06526022, -0.047715947, 0.16943784, 0.2530369, -0.025997939, 0.009041978, -0.12669915, -0.20186621, -0.054028902, 0.008433511, 0.10009494, -0.11604551, 0.06404396, -0.04709034, -0.17881563, -0.051542502, 0.16364443, 0.011737143, 0.11863613, 0.011523287, 0.15309401, -0.020176329, 0.02566398, 0.023810886, 0.025934115, -0.21954447, -0.022639822, -0.26107606, 0.04215879, -0.029055823, 0.08610696, -0.090759516, -0.020236868, 0.13517284, 0.007822896, -0.09004644, 0.018356647, 0.056003157, 0.21576902, -0.11415968, 0.30194938]",False
159,US-5013181-A,19910507,US,26933576,Traffic lane marking device,"A night-visible traffic lane marking device for aircraft landing and takeoff strips, roadways and the like. The markers are installed embedded into the lane with their upper surfaces flush with the traffic surface. Reflective, fluorescent or phosphorescent elements are provided encased within a transparent uppermost layer. Each element extends vertically to provide a substantial profile for long distance visibility. The transparent covering extends a substantial distance from the reflective element in the direction of oncoming traffic, to increase long distance visibility. Night visibility of the element may be further enhanced by a self-contained, solar powered, illumination unit installed within the transparent layer.","['404/12.', '404/14.']","['E01F9/553', 'E01F9/559', 'E01F9/578']","['E01F9/08', 'E01F9/06']","['US-4136990-A', 'US-4685824-A', 'US-3011412-A', 'US-4292627-A', 'US-3627403-A', 'US-4284365-A', 'US-4955982-A', 'US-4875799-A', 'US-1364950-A', 'US-4303305-A', 'US-4383782-A', 'US-4668120-A']","[0.020932581, -0.008768907, -0.09879996, -0.21842779, -0.20988342, 0.2695097, -0.052320518, -0.13086846, 0.09110188, -0.14454581, 0.065719485, 0.15373844, 0.12221556, 0.051563405, 0.07522797, 0.025376102, 0.16297933, 0.08792035, -0.27206287, 0.19874251, 0.043427214, 0.106811754, -0.13247433, -0.15989746, 0.08392366, 0.0071636355, 0.0768778, 0.20023385, -0.04877194, 0.100775704, 0.08870733, 0.0913021, 0.13065426, -0.04010989, -0.04183389, -0.084813856, 0.013095245, -0.33275667, 0.1549781, 0.13285136, -0.2180397, 0.024227198, -0.022929482, -0.04012031, -0.036648616, 0.009547515, 0.0582286, -0.040012367, 0.123096466, -0.013797209, 0.028195728, -0.12066737, -0.08812424, 0.014334449, 0.15104774, -0.04010861, 0.0026492018, 0.1448056, -0.111041136, 0.03689871, 0.19900675, 0.10089831, -0.09637395, -0.21129537]",True
160,US-6930593-B2,20050816,US,32868650,Lane tracking system employing redundant image sensing devices,A lane tracking system for a vehicle employing redundant imaging devices with different fields of view is disclosed. The imaging devices are oriented in generally opposite directions so glare or other harsh lighting hampering one imaging device will not affect the other device. The appropriate image is selected based on image quality and used to detect lane markers and vehicle position. A preferred application for lane departure warning is also disclosed.,"['340/435.', '348/148.', '701/301.', '340/903.']","['B60Q9/008', 'G06K9/00798', 'B60T2201/08', 'B60T2201/082', 'B60T2201/089']","['G06K9/00', 'B60Q1/52']","['US-6618672-B2', 'US-6215392-B1', 'US-5689249-A', 'US-6133824-A', 'US-6226592-B1', 'US-6133825-A', 'US-6151539-A', 'US-6759949-B2', 'US-5521579-A', 'US-6259359-B1', 'US-6138062-A', 'US-6765480-B2', 'US-6292111-B1', 'US-6170955-B1', 'US-5351044-A', 'US-6369701-B1', 'US-6737963-B2', 'US-5835028-A', 'US-6360170-B1', 'US-5949331-A', 'US-6172600-B1', 'US-6593960-B1']","[-0.13247947, -0.07324805, -0.18260139, -0.26552504, -0.16817632, 0.15793683, -0.035102863, -0.04043491, 0.039366756, 0.017560856, 0.084186785, 0.26672247, 0.055309165, -0.0044562463, -0.21199848, 0.17775436, -0.013282669, 0.12571059, 0.01319046, 0.1555803, -0.022519495, 0.03882312, -0.21893524, 0.1860061, 0.019933002, 0.103849344, 0.19891508, 0.22190708, 0.009319087, -0.057196166, 0.040646728, -0.09863299, 0.018028557, 0.063992314, -0.00818538, -0.087810114, 0.081458, -0.18495151, -0.03438977, 0.08611876, 0.061595913, -0.19278136, 0.01272559, 0.15272926, 0.106143855, -0.11538032, 0.029344868, -0.055637702, 0.028401375, -0.084517695, 0.0024992318, -0.103306234, -0.0029668822, 0.14166895, -0.054331824, 0.016031284, 0.2586747, 0.21140116, -0.07249444, 0.047780257, -0.058911603, 0.268787, -0.13729516, 0.08692486]",True
161,US-8080792-B2,20111220,US,40326283,Active adaptive thermal stealth system,"The present invention relates to a thermal vision countermeasure system to enable concealment of objects from identification by thermal imaging night vision systems, including a screen made of thermoelectric modules, disposed between the target object and an IR detector. The screen, formed of at least one thermoelectric unit, is coupled to the target object, and the thermoelectric unit includes a Thermoelectric Cooler (TEC) module coupled to a plate formed of a material selected from aluminum, copper, or aluminum with copper, the plate being substantially larger than the TEC module.",['250/330.'],"['Y10T29/49002', 'F41H3/00']",['H01L31/00'],"['US-2007034774-A1', 'US-2003097845-A1', 'US-2005052310-A1', 'US-6338292-B1', 'US-2005045702-A1', 'JP-H09296999-A', 'US-7102814-B1', 'US-5117737-A', 'US-2004213982-A1', 'US-6144031-A']","[0.008943003, -0.15775424, -0.15868294, -0.15141688, -0.053888347, 0.048599146, -0.119090185, -0.14209805, 0.10887097, -0.24143536, 0.1777053, 0.12092084, 0.14288111, -0.07690305, -0.053942226, 0.015940899, -0.29015094, 0.061157186, -0.07906142, 0.20275079, 0.12716323, 0.008562828, -0.15416634, 0.011493045, 0.17084426, -0.10940854, 0.19974053, 0.23116726, 0.12105253, 0.04798693, 0.054027416, -0.19964859, -0.056354605, 0.1686507, -0.14769669, 0.05137568, 0.031141711, -0.24275538, 0.053380627, 0.07124534, -0.007680958, -0.0030755016, -0.12975956, 0.11391944, -0.09467411, -0.04474112, -0.15463087, -0.11454607, -0.041280277, -0.13306084, 0.066420995, -0.104231365, -0.09062767, 0.027796084, 0.07603185, -0.09074712, 0.18147095, 0.09503221, 0.06272325, 0.060830355, -0.06897456, 0.21996753, -0.0978778, 0.0023160686]",True
