,publication_number,publication_date,country_code,family_id,title_text,abstract_text,uspc_code,cpc_code,ipc_code,refs,embedding_v1,valid
133,US-2013239869-A1,20130919,US,44906190,Underwater vehicle for uncovering submerged objects and underwater system with an underwater vehicle of this type,An underwater vehicle configured to be remote-controllable and maneuverable includes a device which is configured to uncover a submerged object. The device comprises a working nozzle configured to conduct a water flow and a counter pressure nozzle configured to counteract the working nozzle.,"['114/312.', '114/330.', '362/477.']","['E02F3/90', 'E02F3/8866', 'E02F3/9206', 'E02F3/907', 'B63B45/02', 'E02F3/9243', 'B63G8/20', 'B63G7/02', 'B63G8/001']","['B63G8/20', 'B63B45/02']","['US-5920131-A', 'US-5947051-A', 'US-3759182-A', 'US-6966132-B1', 'US-6802236-B1']","[0.003736064, -0.1605668, -0.054823034, 0.10570109, -0.013026107, 0.063392915, -0.024423642, -0.08902854, -0.09027325, -0.16110489, -0.14684393, 0.13267381, 0.18432753, 0.03587464, -0.10616844, 0.15919532, 0.06006755, 0.034417603, -0.28468752, 0.18910234, -0.07798571, -0.096269935, -0.2634069, -0.03994195, 0.20469502, 0.036128163, -0.009756332, 0.16406623, -0.011155588, -0.027010025, 0.15354675, -0.029198846, -0.0955741, 0.012648803, -0.15644532, -0.03897578, -0.001024866, -0.27924037, -0.00015712256, 0.26632318, 0.126245, -0.09356235, -0.04145686, 0.033259083, 0.054209024, -0.14770876, 0.09684804, 0.115643695, 0.02410795, -0.11771789, 0.15539478, -0.23920918, -0.07615214, -0.043987203, 0.0050102156, -0.16647436, 0.10584462, 0.04347167, 0.23223925, -0.016245829, -0.034212563, 0.11084301, -0.12927568, 0.10381822]",True
134,US-2010189219-A1,20100729,US,42353362,Diagnostic delivery service,"Systems, methods, and other modalities are described for (a) obtaining an indication relating to an emission module (which may be dangerous, e.g.) or its user (who may be untrained, e.g.) and for (b) configuring the module or causing an irradiation (for imaging, e.g.) in response to the indication.","['378/65.', '250/492.3']","['A61B5/0059', 'A61B5/0002', 'A61B6/508', 'A61B8/4416', 'A61B6/548', 'A61B6/4417', 'A61B6/4021', 'A61B8/0825', 'A61B6/5247', 'A61B5/0091', 'A61B8/565', 'A61B6/4405', 'A61B5/4312', 'A61B8/4472', 'A61B6/502', 'A61N5/10', 'A61N2005/1074', 'A61N5/06', 'A61B5/4528', 'A61B8/00', 'A61B6/4423']","['A61N5/00', 'A61N5/10']","['US-4078249-A', 'US-5396593-A', 'US-2870287-A', 'US-6507699-B2', 'US-7327452-B2', 'US-7324843-B2', 'US-7322951-B2', 'US-7184518-B2', 'US-6185643-B1', 'US-7320518-B2', 'US-7320319-B2', 'US-7335899-B2', 'US-7180624-B2', 'US-7180470-B1', 'US-5606604-A', 'US-7330531-B1', 'US-7336763-B2', 'US-6983340-B1', 'US-7315607-B2', 'US-7328060-B2', 'US-7005997-B1', 'US-7182770-B2', 'US-5604509-A', 'US-7321943-B2', 'US-5489947-A', 'US-5502499-A', 'US-6192105-B1', 'US-5280583-A', 'US-5603060-A', 'US-4313176-A', 'US-5386574-A', 'US-6195579-B1', 'US-6844150-B2', 'US-4641262-A', 'US-2004001323-A1', 'US-7156709-B1', 'US-2667553-A', 'US-5719622-A', 'US-6521836-B1', 'US-5287461-A', 'US-7171568-B2', 'US-7173571-B2', 'US-7318550-B2', 'US-7180075-B2', 'US-7179219-B2', 'US-5592551-A', 'US-5192226-A', 'US-7170968-B2', 'US-5708897-A', 'US-5715515-A', 'US-5188542-A', 'US-6672896-B1', 'US-7158269-B2', 'US-6681771-B2', 'US-5486869-A', 'US-4907079-A', 'US-5485221-A', 'US-4243984-A', 'US-7156879-B1', 'US-6343080-B1', 'US-5091926-A', 'US-4991193-A', 'US-6998005-B2', 'US-5297262-A', 'US-6192433-B1', 'US-4807184-A', 'US-6346880-B1', 'US-2004015079-A1', 'US-7336018-B2', 'US-5299306-A', 'US-5590767-A', 'US-7172564-B2', 'US-6984051-B2', 'US-7181762-B2', 'US-494169-A', 'US-7324842-B2', 'US-5486868-A', 'US-2007016043-A1', 'US-5864535-A', 'US-5708961-A', 'US-4814972-A', 'US-5606165-A', 'US-4798446-A', 'US-5392400-A', 'US-5381477-A', 'US-3634830-A', 'US-6690958-B1', 'US-6507638-B2', 'US-6687331-B1', 'US-7313840-B2', 'US-5177778-A', 'US-7178688-B2', 'US-7317821-B2', 'US-4081797-A', 'US-7000827-B2', 'US-5090038-A', 'US-7321348-B2', 'US-5283639-A', 'US-4800429-A']",",",False
135,US-8043615-B2,20111025,US,34115346,Methods of antagonizing LDCAM and CRTAM,The invention pertains to agonists and antagonists of LDCAM and methods of treating disease and infection by administering one or more LDCAM antagonists or agonists.,['424/130.1'],"['C07K16/2803', 'C07K2319/30']","['G01N33/50', 'C07K16/18', 'C07K14/705', 'C07K16/28', 'A61K39/395', 'G01N33/53', 'C12N15/62', 'C12N5/08']","['WO-0154477-A2', 'US-5686257-A', 'US-6596493-B1', 'US-6642360-B2', 'WO-9928462-A2', 'US-6512095-B2', 'WO-0032776-A2', 'US-2002168712-A1', 'WO-0100237-A1', 'US-2002198147-A1', 'WO-0226930-A2', 'WO-9713844-A1', 'WO-0029435-A1', 'WO-9957132-A1', 'WO-0032635-A2']",",",False
136,US-8885527-B2,20141111,US,39739075,Spectrum management system,"Transferring spectrum use rights may include ascertaining information regarding available spectrum for use in wireless communications. A request for spectrum use from a spectrum user system may be matched with available spectrum. A spectrum certificate may be issued to the spectrum user system, where the spectrum certificate contains at least one spectrum-related variable under which the spectrum user system is to engage in wireless communications.",['370/310.'],"['G06Q99/00', 'Y02P90/90', 'H04W72/0426', 'G06Q10/06395', 'G06Q50/32', 'H04W72/042', 'G06Q40/04', 'G06Q40/00', 'G06Q10/063']","['G06Q99/00', 'H04W72/04', 'G06Q40/04', 'H04B7/00', 'G06Q40/00', 'G06Q10/06']","['US-2008052387-A1', 'US-2004028003-A1', 'US-7460837-B2', 'US-2006182169-A1', 'US-2008108365-A1', 'US-2007198748-A1', 'US-2004087310-A1', 'US-2006031082-A1', 'US-2006083205-A1', 'US-2008151743-A1', 'US-5608727-A', 'US-2006218392-A1', 'US-2005227625-A1', 'US-6577965-B1', 'US-2008052206-A1', 'US-2005111524-A1', 'US-2006143111-A1', 'US-2007207750-A1', 'US-2007274404-A1', 'US-2005128971-A1', 'US-5729531-A']",",",False
137,US-8065046-B2,20111122,US,40455442,Olivo-cerebellar controller,"Non-linear control laws are disclosed and implemented with a controller and control system for maneuvering an underwater vehicle. The control laws change the phase of one Inferior-Olive (IO) neuron with respect to another IO. One control law is global, that is, the control law works (stable and convergent) for any initial condition. The remaining three control laws are local. The control laws are obtained by applying feedback linearization, while retaining non-linear characteristics. Each control law generates a profile (time history) of the control signal to produce a desired phase difference recognizable by a controller to respond to disturbances and to maneuver an underwater vehicle.","['440/13.', '440/1.', '440/53.', '701/21.', '701/1.', '440/14.']","['B63G2008/004', 'B63G8/14']",['B60L15/00'],"['US-2004195440-A1', 'US-7465201-B1', 'US-2005106955-A1', 'US-7869910-B1', 'US-2008032571-A1', 'US-5401196-A', 'US-7427220-B2', 'US-2007078600-A1', 'US-6877692-B2']","[0.08876766, -0.16060905, -0.01565744, 0.054172833, 0.0070783, -0.061848916, 0.16027208, -0.00952805, 0.13896628, 0.0025495796, -0.016809113, 0.10062754, 0.34845677, -0.010017189, 0.031032145, 0.2368493, 0.073628224, -0.11099436, 0.034639042, 0.26254338, -0.0061802464, -0.11223215, -0.19453302, 0.09265302, 0.23795085, -0.014804631, 0.10510086, 0.107484266, 0.27289397, 0.012682729, -0.0049858484, -0.14114907, -0.20302793, 0.09695454, -0.14662385, -0.09792361, 0.10078828, -0.06848551, 0.13150112, 0.24369475, -0.024273394, -0.14859536, 0.08247409, -0.13597216, -0.048772827, 0.043670673, 0.07661941, 0.099089995, -0.043948356, -0.10640681, -0.10120433, -0.06802632, -0.13302101, 0.07717013, 0.0067955973, 0.11321507, 0.05708866, -0.029956302, 0.110739715, 0.051252466, 0.04934643, 0.14933254, -0.1921189, 0.1331579]",True
138,US-6904860-B1,20050614,US,34634678,Winglet for the trailing end of towed flexible underwater lines,"A winglet for mounting on a trailing end of a flexible line to be towed by an underwater vehicle includes an internal collar member for connection to an inside surface of the line at the trailing end thereof, an outer collar member for connection to an outside surface of the line outboard of the internal collar, and connection means for fixing the internal and outer collar members to the line trailing end. A plurality of fins are mounted on an outside surface of the outer collar member and extend outwardly from the outer collar member.",['114/245.'],"['B63G8/14', 'B63B21/66']","['B63G8/14', 'B63B21/66']","['US-5596943-A', 'US-5402745-A', 'US-3943483-A', 'US-4759001-A', 'US-5673644-A', 'US-3375800-A', 'US-3440992-A', 'US-3987745-A', 'US-3605674-A']","[-0.06274268, -0.14384192, -0.062499557, -0.12977187, -0.021041112, -0.14266095, -0.031541947, -0.11664277, 0.24736522, 0.010378452, 0.0128671685, 0.19124323, 0.2269978, -0.057712216, -0.14205295, 0.113243654, 0.15156746, 0.13811669, -0.2178522, 0.26980692, -0.19367693, -0.22385699, -0.24212854, -0.01190166, 0.051880125, -0.06757153, -0.046228163, -0.08435296, 0.15216915, 0.13509364, 0.1679347, -0.081160106, 0.030605732, -0.020191222, 0.01946317, 0.026617121, 0.14150123, -0.17713231, -0.012668101, 0.104248054, 0.04857868, -0.16903266, -0.03523272, 0.19388255, 0.06100684, -0.014866797, -0.015702153, 0.09494194, 0.05699557, -0.061813448, 0.0394187, -0.019453796, -0.09323534, 0.09564429, -0.12777331, -0.044857636, 0.108953126, 0.110043995, 0.20282461, 0.02396673, 0.058338482, 0.23251884, -0.077752896, 0.0985896]",True
139,US-2004177008-A1,20040909,US,46300988,Method and apparatus for mobile pickup stations,"A method and system for scheduling delivery and delivery of products to buyers. The products include user ordered meals. A Mobile Pickup Station (MPS) server is placed within a computer network and receives product shipping instructions from buyers or third party sellers. The MPS server determines optimal pickup points using buyer commuting information and buyer delivery requests. A portable kiosk or locker station, enclosing buyers&#39; purchases within individually lockable lockers, is placed at a pickup point chosen by the buyers. The buyers use access codes, such as a product ID and password, to unlock the lockers and receive their purchases.",['705/26.1'],"['G06Q30/0601', 'G06Q10/08']",['G06Q10/00'],"['US-5559707-A', 'US-5971273-A', 'US-5852810-A', 'US-4797818-A', 'US-5890136-A', 'US-5991739-A', 'US-5440479-A', 'US-5845263-A', 'US-5158155-A', 'US-6026375-A']",",",False
140,US-2006029679-A1,20060209,US,34912749,Autologous platelet gel having beneficial geometric shapes and methods of making the same,"The present invention relates to the production of platelet gels formed into beneficial geometric shapes. Specifically the present invention provides a simpler way to introduce platelet gel for specific uses, such as into the cavity of a gum left after a tooth extraction. Molds of predetermined shapes are provided for forming the desired shape.",['424/532.'],"['A61M2202/0427', 'A61M1/3696', 'A61M1/3693', 'A61M2205/331', 'A61M2202/0415', 'A61L24/0005', 'A61L26/0057']","['A61K35/14', 'A61L26/00', 'A61L24/00', 'A61M1/36']","['US-5474540-A', 'US-4874368-A', 'US-5738784-A', 'US-6132396-A', 'US-6048966-A', 'US-6110484-A', 'US-6596180-B2', 'US-5185001-A', 'US-5788662-A', 'US-6472162-B1', 'US-6071514-A', 'US-5585007-A', 'US-6197325-B1', 'US-5607694-A', 'US-6719901-B2', 'US-6110721-A', 'US-6830762-B2', 'US-5773418-A', 'US-6197194-B1', 'US-5165938-A', 'US-5354682-A', 'US-2004132003-A1', 'US-6054122-A', 'US-5104375-A', 'US-6077507-A', 'US-6113571-A', 'US-5750657-A', 'US-5814022-A', 'US-6214338-B1', 'US-5510102-A', 'US-5795780-A', 'US-5952420-A', 'US-5795571-A', 'US-5391380-A', 'US-6444228-B1', 'US-5739288-A', 'US-2002004038-A1', 'US-6200587-B1', 'US-5589462-A', 'US-5643192-A', 'US-5733545-A', 'US-4627879-A', 'US-2004213777-A1', 'US-6117425-A', 'US-6063297-A']",",",False
141,US-2002144953-A1,20021010,US,27488533,Gas-gas-water treatment system for groundwater and soil remediation,"A sparging system for in-situ groundwater remediation for removal of contamination including dissolved chlorinated hydrocarbons and dissolved hydrocarbon petroleum products including the use in injection wells of microfine bubble generators, matched to substrates of selected aquifer regions, for injection and distribution of said bubbles containing oxidizing gas through said aquifer and to selectively encapsulating gases including oxygen and ozone in duo-gas bubbles which, in the presence of co-reactant substrate material acting as a catalyst, are effective to encourage biodegradation of leachate plumes which contain biodegradable organics, or Criegee decomposition of leachate plumes containing dissolved chlorinated hydrocarbons.","['210/170.07', '210/741.', '210/747.8']","['Y10S210/909', 'B09C1/00', 'B01F2215/0052', 'B01F2003/04858', 'B09C1/002', 'E21B43/00', 'C02F3/226', 'B09C1/10', 'B09C1/08', 'Y02W10/15', 'B01F3/04262', 'B01F2003/04886', 'Y10S210/908', 'B01F2003/04319']","['B09C1/00', 'B01F3/04', 'C02F3/22', 'E21B43/00', 'B09C1/10', 'B09C1/08']","['US-6283674-B1', 'US-6391259-B1', 'US-5425598-B1', 'US-5180503-A', 'US-6403034-B1', 'US-4696739-A', 'US-5221159-A', 'US-5227184-A', 'US-6007274-A', 'US-5246309-A', 'US-5472294-A', 'US-4639314-A', 'US-5122165-A', 'US-5698092-A', 'US-6217767-B1', 'US-4966717-A', 'US-5851407-A', 'US-5451320-A', 'US-5879108-A', 'US-5116163-A', 'US-5389267-A', 'US-5425598-A', 'US-5277518-A']",",",False
142,US-2014009268-A1,20140109,US,46145615,Communication device,"A mobile device includes a position sensing unit, a remote control information obtainment unit, and a storage unit. Position information obtained by the position sensing unit is stored in the storage unit in association with remote control information. The mobile device further includes a directional space obtainment unit and an apparatus specification unit. The mobile device recognizes a direction pointed by a user using the mobile device, and enables operation of a terminal apparatus existing in the pointing direction.",['340/12.5'],"['H04B5/0031', 'H04B5/02', 'H04W12/06', 'G08C2201/93', 'G08C2201/32', 'G08C23/04', 'H04W4/02', 'G08C17/02', 'G08C2201/91', 'H04B5/0062', 'G08C2201/70', 'H04W12/02', 'H04W4/80', 'H04L67/148', 'H04L67/34']",['G08C17/02'],"['US-2010283586-A1', 'US-2011007901-A1', 'US-2010081375-A1', 'US-2008309464-A1', 'US-2006149459-A1']",",",False
143,US-2006276201-A1,20061207,US,37494802,Wireless location routing applications and archectiture therefor,"A system for wirelessly locating mobile station/units (MS) and using resulting location determinations for providing a product or service is disclosed. The system is useful for routing an MS user to a plurality of desired locations, alerting an MS user to a nearby desired product or service based on satisfaction of user criteria, and providing enhanced security and 911 response. In one embodiment, the system responds to MS location requests via, e.g., Internet communication between a distributed network of location processing sites. A plurality of locating technologies including those based on: (1) TDOA; (2) pattern recognition; (3) timing advance; (5) GPS and network assisted GPS, (6) angle of arrival, (7) super resolution enhancements, and (8) supplemental information from low cost base stations can be activated, in various combinations, by system embodiments. MS location difficulties resulting from poor location accuracy/reliability and/or poor coverage are alleviated via such technologies in combination with automatically adapting and calibrating system performance according to environmental and geographical changes so that the system becomes progressively more comprehensive and accurate. Further, the system can be modularly configured for use in location signaling environments ranging from urban, dense urban, suburban, rural, mountain to low traffic or isolated roadways. Accordingly, the system is useful for 911 emergency calls, tracking, routing, people and animal location including applications for confinement to and exclusion from certain areas.",['455/456.1'],"['H04W64/006', 'H04L67/18', 'H04W4/02', 'H04W64/00', 'H04W88/005', 'G01S5/0257']","['H04W4/02', 'H04W64/00']","['US-5969673-A', 'US-6845400-B2', 'US-6952181-B2', 'US-6154745-A', 'US-6594483-B2', 'US-5510801-A', 'US-5032989-A', 'US-7228140-B2', 'US-2003040324-A1', 'US-5802492-A', 'US-2002111154-A1', 'US-6122520-A', 'US-5502757-A', 'US-2003146871-A1', 'US-5559520-A', 'US-6950876-B2', 'US-2004198386-A1', 'US-6677894-B2', 'US-7171189-B2', 'US-5948040-A', 'US-2002035605-A1', 'US-6650902-B1', 'US-6138003-A', 'US-2003148774-A1', 'US-2003222820-A1', 'US-6115611-A', 'US-5555286-A', 'US-6519463-B2', 'US-4870576-A', 'US-5461390-A', 'US-6754482-B1', 'US-6519232-B1', 'US-2003032409-A1', 'US-7245910-B2', 'US-2001022558-A1']",",",False
144,US-8242626-B1,20120814,US,46613469,Magneto-electric method and apparatus for remote powering on the hull of an underwater vehicle,A remote power delivery system includes an electrically-conductive plate disposed adjacent to a sensor system of an underwater vehicle&#39;s hull. At least one toroidal coil is disposed between the plate and the face of the sensor system exposed to water. An AC voltage is applied to the plate so that a time-harmonic voltage is induced in each toroidal coil.,"['367/903.', '333/177.', '307/9.1', '367/141.', '367/131.']",['H02G9/00'],"['H02G3/00', 'B60L1/00', 'B60L3/00']","['US-2003210110-A1', 'US-7170821-B1']","[-0.04444569, -0.21203355, 0.031071752, 0.007614319, -0.07854625, -0.120168224, -0.08166578, 0.08814726, 0.15851612, -0.1640173, -0.10677573, 0.043207902, -0.085076645, -0.05895836, -0.101480916, 0.08383639, 0.016448233, 0.07456448, -0.1750501, 0.22811942, 0.11031308, -0.05755873, -0.28910875, 0.0054238355, 0.1954396, -0.19131984, 0.046604402, -0.0028666772, -0.0016644066, 0.1236172, 0.077667095, -0.120248, 0.063263565, -0.17832616, 0.11710972, -0.01777218, 0.040267024, -0.34315646, 0.097672895, 0.124636434, -0.04580946, -0.022189865, 0.13018444, -0.002372954, 0.14117657, 0.12665302, 0.05085284, 0.030323593, 0.067555, -0.17216194, -0.090296246, -0.17197151, -0.1982435, 0.17702909, 0.13319568, 0.10523299, -0.11348557, -0.015570225, -0.0009176905, -0.05244513, 0.08133207, 0.24128602, -0.120877266, 0.057292912]",True
145,US-7194975-B2,20070327,US,35539990,Unmanned underwater vehicle health monitoring system and method,"A health monitoring system for an unmanned underwater vehicle (UUV) is disposed within a submerged docking station. The health monitoring system receive signals representative of performance of the docking station equipment and uses the data to determine the health status of the docking station equipment, to generate health status data representative thereof, and transmits the health status data to a remote station. The health monitoring system also retrieves health status data from UUVs that are periodically docked in the docking station, and transmits this data to the remote station.",['114/312.'],"['G05B2223/06', 'B63G2008/008', 'B63C11/42']",['B63G8/00'],"['US-5724241-A', 'US-6390012-B1', 'US-6474254-B1', 'US-6317055-B1', 'US-3626372-A', 'US-4202034-A', 'US-5339288-A', 'US-5995882-A', 'US-5579285-A']","[-0.06290664, -0.2641979, 0.06439539, -0.019980568, -0.025513798, -0.039990023, 0.10129228, -0.10835048, 0.015855066, -0.049130358, -0.12393751, 0.14733526, 0.021334736, 0.13732374, -0.067512184, 0.21727513, -0.069494985, -0.06930668, -0.2562705, 0.2569047, 0.12071315, -0.1253299, -0.20119445, -0.009660404, 0.13372079, -0.17949067, -0.0061063836, 0.11296611, 0.03787249, -0.012295319, -0.031743973, -0.09180428, -0.07339672, 0.08814439, -0.1442816, 0.07595308, -0.032470915, -0.29181808, -0.13376816, 0.18710656, 0.08783709, -0.025942186, 0.16026372, 0.0025754692, 0.13078104, -0.071045, 0.022863563, 0.12661509, -0.004236342, -0.06075236, -0.0626898, -0.085189246, -0.13140975, 0.20020807, 0.053423915, 0.0042856303, 0.09188175, -0.059195798, 0.087232046, 0.059656985, 0.07955896, 0.29351953, -0.22957738, 0.07409363]",True
146,US-8381672-B1,20130226,US,47721060,Systems and methods for compensating for compressibility and thermal expansion coefficient mismatch in buoyancy controlled underwater vehicles,"Systems and methods for compensating for compressibility and thermal expansion coefficient mismatch in buoyancy controlled or buoyancy-driven underwater vehicles are disclosed herein. An underwater vehicle configured in accordance with one embodiment of the disclosure, for example, can include a hull and a compartment carried by the hull and at least partially flooded with a first liquid having similar properties as a surrounding liquid into which the hull is configured to be deployed. The first liquid has a first compressibility and thermal expansion coefficient. The underwater vehicle can further include a compressibility and thermal expansion coefficient compensation system comprising a container filled or at least partially filled with a compressible liquid comprising silicone in the compartment. The compressible liquid has a second compressibility higher than the first compressibility and second thermal expansion coefficient higher than the first thermal expansion coefficient. The compressible liquid can include, for example, hexamethyldisiloxane (HMDS).","['441/29.', '114/125.', '114/333.']",['B63G8/22'],['B63G8/22'],"['US-5235931-A', 'US-6665789-B1', 'US-4100627-A', 'US-6544088-B1']","[-0.1025364, -0.13378552, -0.02108817, 0.005941877, 0.12029164, -0.11878627, 0.116485745, -0.04544113, -0.016479468, -0.090499565, -0.050438866, 0.13160217, 0.19130291, 0.01902706, -0.02400685, 0.083022386, 0.09393649, 0.062886484, -0.23186384, 0.24138232, -0.050743453, -0.16190147, -0.15493268, -0.09523826, 0.26787767, -0.10360035, -0.055722743, -0.059495155, 0.056516103, 0.15835172, 0.15260732, -0.021717304, -0.07853704, -0.019777086, -0.13400063, -0.14157134, 0.01693815, -0.30699587, -0.054732855, 0.10029487, -0.1652708, -0.18199527, 0.048440896, -0.050477266, -0.28685623, -0.051044982, -0.024877982, 0.15532193, 0.024297971, 0.036084536, 0.09548514, -0.09705412, -0.050140887, 0.031611893, 0.08062572, -0.037334334, 0.13875476, -0.11138976, 0.14359081, 0.12043193, 0.21529526, 0.18785873, 0.027676571, 0.13478231]",True
147,US-2006246790-A1,20061102,US,37189145,Rechargeable open cycle underwater propulsion system,"In an underwater vehicle, hydrogen and oxygen are fed into a combustion chamber of a combustor of the underwater vehicle to initiate a combustion reaction, which generates high-pressure steam. The high-pressure steam can be cooled with the injection of seawater, and can be condensed into high-pressure water by the addition of sufficient seawater. High-pressure water is then ejected out of the combustor, generating thrust for the underwater vehicle. Sensors that measure the combustor pressure and the external pressure could be used to adjust the combustor pressure, allowing for constant velocity as the depth of the underwater vehicle changes. Alternatively, the sensors could adjust the area of an exit nozzle of the combustor. Stored water can be converted back into hydrogen and oxygen by using electrical power external to the system. After regeneration of the water into hydrogen and oxygen, the propulsion system would be ready for operation again.",['440/45.'],"['B63H11/00', 'F22B1/003', 'B63G2008/004', 'F01K25/005', 'F02K9/00', 'B63H11/14', 'F01K15/04', 'F02K7/08', 'B63G8/08']",['B63H11/14'],"['US-2003153216-A1', 'US-6978617-B2', 'US-2003013356-A1', 'US-6610193-B2', 'US-4057961-A', 'US-3779200-A', 'US-4341173-A', 'US-6484491-B1']","[-0.06600451, -0.1168685, 0.100416645, -0.020064587, -0.0065295375, -0.07387329, 0.15792117, 0.07655647, 0.109972805, -0.025982978, -0.04181903, 0.040395707, 0.22911073, 0.016822672, -0.09224614, -0.07511588, -0.02204211, -0.011516993, -0.05358816, 0.3441396, -0.05776836, -0.026745765, -0.114767216, -0.08952282, 0.1766968, -0.23033905, 0.052074667, 0.037303578, 0.20546573, -0.064409286, 0.117844, 0.06293851, -0.016130619, 0.13520022, -0.08065939, -0.04390291, -0.01937962, -0.24502705, -0.064719185, 0.244465, 0.12637272, -0.08119409, 0.11338581, -0.15341477, -0.14459279, 0.03801429, 0.037446227, -0.0006183065, 0.040718354, 0.07755948, 0.15229274, -0.17555879, -0.030031959, 0.021271283, -0.048789658, -0.043880608, -0.043503903, -0.1447269, 0.2388768, 0.031461094, 0.099336565, 0.17796017, -0.26887017, 0.23717748]",True
148,US-2010317371-A1,20101216,US,43306865,Context-based interaction model for mobile devices,"A context-aware mobile device such as a cell phone automatically determines appropriate user interface (UI) settings to implement at different times and/or locations. A behavior of the mobile device is tracked by determining locations visited and UI settings which are manually configured by the user. Patterns in the movement and UI settings relative to one another and to time are detected. When a particular location or time is subsequently reached which corresponds to the pattern, an appropriate UI setting can be implemented, thereby relieving the user of this task. Locations can be detected by electromagnetic signals at different locations, such as from a Wi-Fi network, Bluetooth network, RF or infrared beacon, or a wireless point-of-sale terminal. An identifier from the signals such as an SSID can be stored. Labels for locations can be automatically assigned, or the user can be prompted to provide a label for commonly visited locations.",['455/456.6'],"['G01S5/0294', 'H04M2250/06', 'H04W4/02', 'H04W24/00', 'H04W4/50', 'H04W4/021', 'H04W64/00', 'H04W4/043', 'H04L67/36', 'H04W28/18', 'H04M1/72566', 'H04M1/72572', 'H04M1/7253', 'H04L67/18']",['H04W64/00'],"['US-6954657-B2', 'US-2009171939-A1', 'US-2006247915-A1', 'US-7251494-B2', 'US-2008249969-A1', 'US-6233448-B1', 'US-2005184875-A1', 'US-7433694-B2', 'US-2006107219-A1', 'US-2008299957-A1', 'US-2009132197-A1', 'US-2009280833-A1', 'US-2008125102-A1', 'US-2008052779-A1', 'US-7218938-B1', 'US-2008180228-A1', 'US-6067460-A', 'US-7096030-B2', 'US-2008155429-A1', 'US-2007060137-A1', 'US-7504939-B2', 'US-2010311401-A1', 'US-2004252197-A1', 'US-2005176444-A1', 'US-7359714-B2', 'US-2004259515-A1', 'US-2004259536-A1', 'US-7397357-B2', 'US-7801542-B1', 'US-7483692-B2', 'US-2010279710-A1', 'US-2009125321-A1']",",",False
149,US-2012092964-A1,20120419,US,45934062,Long-range acoustical positioning system on continental shelf regions,"Methods and systems for determining a geophysical position of an object in an underwater channel are provided. Acoustic signals from at least two sources are received by a receiver of the object. The acoustic signals have a frequency corresponding to at least one waveguide mode associated with the underwater channel, where the acoustic signals are transmitted at predetermined transmission times. An arrival time for the at least one waveguide mode is determined from the received signals, based on the predetermined transmission times. The geophysical position is determined based on the arrival time and a modal group velocity for the at least one waveguide mode.",['367/127.'],['G01S5/30'],['G01S3/80'],"['US-2007025185-A1', 'US-2008008045-A1', 'US-2010034054-A1', 'US-2010302907-A1', 'US-5072427-A']","[-0.24141206, 0.050837275, -0.03726639, 0.061781585, 0.03352661, -0.024954189, 0.13916905, -0.13227318, 0.13227633, -0.19913888, 0.06576698, 0.14672829, 0.17370497, -0.107282534, -0.04515195, 0.047947656, 0.16914113, -0.059250478, -0.17542268, 0.015447424, 0.18534231, -0.011627662, -0.07944665, 0.04806759, 0.009384272, -0.06156943, 0.12882125, 0.18412012, 0.11505181, 0.16327828, 0.13359495, -0.124653414, -0.096698694, -0.029857371, -0.03784148, -0.08424687, 0.03756098, -0.28201744, 0.040705547, 0.114585765, -0.22382718, -0.1858765, 0.010726861, 0.13307466, -0.019411322, -0.14105491, -0.022474978, 0.0645798, -0.022809228, 0.04132914, 0.025928635, -0.11865805, -0.0068287533, 0.046153076, 0.04407712, 0.23680677, 0.04542085, 0.19470668, 0.10508447, -0.0014025387, 0.09848318, 0.30723324, -0.20106705, 0.13324334]",True
