,publication_number,publication_date,country_code,family_id,title_text,abstract_text,uspc_code,cpc_code,ipc_code,refs,embedding_v1,valid
10,US-2004195675-A1,20041007,US,33097760,Power circuitry with a thermionic cooling system,"A power circuitry with a thermionic cooling system is provided. The system includes a voltage regulator and a heat rectifying device to cool the voltage regulator. The heat rectifying device includes a heat collector and a heat barrier, formed between the voltage regulator and the heat collector. An auxiliary voltage generator enables the electrons of the voltage regulator to tunnel onto the heat collector through the heat barrier. The voltage regulator may include a shared substrate and power transistors, generating a regulated voltage. In some embodiments the controller keeps a temperature in a preselected range by controlling the power transistors, the auxiliary voltage generator, and a fan. In some embodiments a load is integrated together with the thermionic cooling system so that the load itself can be cooled by the heat rectifying device.","['257/E23.08', '257/712.', '257/E23.082']","['H01L2924/00014', 'H01L2924/13062', 'H01L2924/1461', 'F25B21/00', 'H01L2224/16', 'H01L23/38', 'H01L23/34', 'F25B2321/003', 'Y02B30/66']","['H01L23/34', 'H01L23/38', 'F25B21/00']","['US-6717246-B2', 'US-6417060-B2', 'US-6089311-A', 'US-5193347-A', 'US-4929884-A', 'US-2003202330-A1', 'US-3582762-A', 'US-4646338-A']",",",False
11,US-2013191235-A1,20130725,US,48798019,System for rewarding and motivating non-winning bidders,A system for rewarding and motivating non-winning bidders is disclosed. The system may list an item of a seller for an auction at a first price. The system may receive a first bid for the item from a first bidder at the first price. The first bidder may be granted control of the auction based on the first bid. The system may then receive a second bid for the item from a second bidder at a second price. The second bidder may control the auction if the second bid is at least a predetermined threshold amount above the first price. The system may request a response from the first bidder to approve the second bid if the second bid is lower than the predetermined threshold amount above the first price. The system give the first bidder a reward based on the difference between the first price and the second price.,['705/26.3'],"['G06Q30/08', 'G06Q50/01']",['G06Q30/08'],"['US-2003216959-A1', 'US-2011099081-A1', 'US-6847939-B1']",",",False
12,US-6246363-B1,20010612,US,22777169,Method and system for incorporating two-way ranging navigation as a calibration reference for GPS,"A method and system for using two-way ranging navigation to accurately determine the range along the path from source to destination by measuring the time delay during round-trip communication via satellite. The two-way ranging navigation measurements are used as calibration references, thereby improving the positioning accuracy of GPS. The system includes GPS and a two-way ranging navigation system for taking position measurements of a target. A correction factor is determined as a function of the measurements and the GPS position is adjusted by the correction factor. The method for calibrating GPS using two-way ranging navigation involves taking a two-way ranging navigation measurement and a GPS measurement of a target, determining a correction factor as a function of the measurements, and correcting the GPS position by taking a second GPS measurement and adjusting it by the correction factor.","['342/357.29', '701/469.', '342/357.46']","['G01S19/07', 'G01S5/14', 'G01S19/40', 'G01S19/15']","['G01S19/46', 'G01S1/00', 'G01S5/14', 'G01S19/09']","['JP-H0228580-A', 'US-4161730-A', 'US-4161734-A', 'US-5126748-A', 'US-3544995-A', 'US-5099245-A', 'GB-2306827-A', 'US-5525995-A', 'JP-H07146995-A', 'JP-H03291584-A', 'US-5387916-A', 'US-5945948-A', 'US-4994809-A', 'US-5969674-A', 'US-4613864-A', 'JP-H09113600-A', 'US-5920284-A', 'JP-H1090391-A', 'GB-2271902-A', 'US-5111209-A', 'US-5006855-A', 'EP-0335558-A2', 'US-5944770-A', 'US-4897661-A', 'US-5739785-A', 'JP-H0926328-A', 'US-3384891-A', 'US-2470787-A', 'US-4359733-A', 'US-5444450-A', 'JP-H0815405-A', 'US-5410314-A']","[-0.011900695, -0.027859915, -0.11484354, -0.0979932, 0.0011856343, -0.06783275, 0.051072393, -0.0024549416, 0.0978933, -0.015907284, -0.1308643, 0.15702522, 0.17813987, -0.13467057, 0.04402904, 0.19300197, 0.15047933, 0.036558487, -0.30565217, 0.10984951, 0.16861494, -0.06999363, -0.10886902, 0.124298, 0.033439152, 0.0062543983, -0.00412375, 0.27808923, 0.09762809, -0.046280175, -0.015969781, -0.18238875, -0.2801049, 0.028739259, -0.083950475, 0.14049894, 0.018623382, -0.2769728, -0.046472296, 0.14412038, -0.21446693, -0.114649594, -0.028374854, 0.026199598, 0.048895754, 0.029803239, 0.02787164, 0.18340856, -0.1645662, 0.01849874, -0.09964091, -0.06503104, 0.009403385, 0.09599945, 0.084326744, -0.120694846, 0.076996356, 0.13335706, -0.029664291, 0.10744296, 0.07181832, 0.18976033, -0.21217956, 0.12374896]",True
13,US-5832187-A,19981103,US,24206901,Fire detection systems and methods,"A system and method for automatically detecting fires in select areas, and reacting thereto to put out the fires. A stationary, earth orbit satellite, pilotless drone aircrafts or piloted aircraft contains one or more infrared detectors and optical means for detecting small fires when they first occur in fields and wooded areas, preferably where man made campfires and trash dumping are prohibited. A computer in the satellite, drone or piloted aircraft and/or on the ground receives and analyzes image signals of the earth area or areas being monitored and, upon detecting infrared radiation of varying intensity and variable shape, indicative that a fire has started, generates coded signals which are (a) indicative of the coordinate locations of the fire, (b) the extent of the fire, (c) the shape of the area(s) burning, (d) the direction of movement of the fires (e) the speed(s) of the flame fronts, (f) smoke condition, (g) intensity of the fire, (h) fire ball location(s), etc. In one form, a conventional and/or infrared television camera(s) generates image or video signals which are digitized and recorded in memory and/or on tape or disc. Expert system logic, such as fuzzy logic, is used to prioritize dangerous areas to assist in directing fire fighting. Such information, or select portions thereof, is automatically transmitted to one or more earth bound and/or aircraft contained receivers where fire fighting equipment such as helicopter and aircraft containing drainable water or other fire fighting agents is available for immediate dispatch to the fire zone.","['340/577.', '706/45.', '340/578.', '706/900.', '706/52.', '706/20.']","['Y10S706/913', 'Y10S706/90', 'G08B17/125', 'G08B17/005', 'G06Q10/06']","['G08B17/12', 'G06Q10/06']","['US-5355140-A', 'US-5228854-A', 'US-5389934-A', 'US-5367306-A', 'US-5445453-A', 'US-5519809-A', 'US-5379224-A', 'US-5422813-A', 'US-5434787-A', 'US-5382958-A', 'US-5220876-A', 'US-5182566-A', 'US-5390125-A', 'US-5223844-A', 'US-5408238-A', 'US-5418537-A', 'US-5260709-A', 'US-5422816-A', 'US-5323322-A', 'US-5223844-B1', 'US-5430656-A', 'US-5202829-A', 'US-5381338-A', 'US-5361212-A', 'US-5392052-A', 'US-5214757-A', 'US-5438817-A', 'US-5412573-A', 'US-5396540-A', 'US-5359332-A', 'US-5334987-A', 'US-5193064-A', 'US-5247440-A', 'US-5414432-A', 'US-5243652-A', 'US-5225842-A', 'US-5345244-A', 'US-5420795-A', 'US-5396254-A', 'US-5270936-A', 'US-5187805-A']",",",True
14,US-8316441-B2,20121120,US,40625038,System for protecting information,A system in accordance with the present invention protects information. The system includes a processor for processing information and a state machine utilizing tables for determining protection requirements for the information.,"['726/27.', '726/22.', '713/164.']","['G06F21/71', 'G06F21/57']",['G06F21/00'],"['US-6499110-B1', 'US-5915086-A', 'US-7089581-B1', 'US-2004044692-A1', 'US-2006005245-A1', 'US-2006253903-A1', 'US-6965593-B2', 'US-2003223614-A1', 'US-6393516-B2', 'US-5960170-A', 'US-2007271613-A1', 'US-6591355-B2', 'US-4442484-A', 'CN-1760863-A', 'US-2008210746-A1', 'US-2005010731-A1', 'US-2008163372-A1', 'US-6904540-B2', 'US-6601148-B2', 'US-2009094468-A1']",",",False
15,US-2006020511-A1,20060126,US,22491982,"System for electronic barter, trading and redeeming points accumulated in frequent use reward programs","A system and method for operating a reward points accumulation and redemption program wherein a user earns reward points from a plurality of reward points issuing entities, each of the reward points issuing entities tracking the user&#39;s earned reward points in a user reward point account stored on a rewards server. A trading server accumulates the user&#39;s earned reward points from each of the reward servers interconnected over a network in association with consideration provided by the reward servers to the trading server and credits the accumulated points into a reward exchange account associated with the user. The user may then select an item for purchase from a merchant computer interconnected to the network. The merchant computer provides the item to the user in exchange for consideration received from said trading server, and the trading server reduces the number of points in the user&#39;s reward exchange account in accordance with the consideration provided to the merchant computer.","['705/14.24', '705/14.29']","['G06Q30/0207', 'G06Q30/0239', 'G06Q30/0236', 'G06Q30/0228', 'G06Q30/0226', 'G06Q30/0222', 'G06Q30/0223', 'G06Q30/0208', 'G06Q30/06', 'G06Q30/0209', 'G06Q20/22', 'G06Q40/04', 'G06Q30/0212', 'G06Q20/343', 'G06Q30/0229', 'G06Q30/0215', 'G06Q30/0225', 'G07F17/3255', 'G06Q20/12', 'G06Q30/02', 'G06Q30/0233', 'G06Q30/0227', 'G06Q20/06']","['G06Q30/00', 'G06Q20/00']","['US-5202826-A', 'US-5117355-A', 'US-5937391-A', 'US-4941090-A', 'US-RE36116-E']",",",False
16,US-7956736-B2,20110607,US,39715225,Method and system for communicating with and controlling an alarm system from a remote server,"A communication system is provided that can be added to a legacy alarm system to provide a plurality of communication modes to a remote server system from the legacy alarm system and provide remote control and monitoring to a user of the system via two-way communication links. The communication system can be configured to communicate with an alarm processor of the legacy alarm system through use of a keypad bus typically used by the legacy alarm system for communication between the alarm processor and one or more keypads. Communication modes that can be provided by embodiments of the present invention can include, for example, communication over a public switched telephone network, cellular transmission, broadband transmission, and the like. The communication system can monitor all configured communication modes and determine which communication mode is the best for providing communication between the alarm system and the remote server. Through these communication modes and by virtue of being coupled to the alarm processor via the keypad bus, the communication system can provide both transmission to the remote server of the status and alarm condition of the legacy alarm system as well as provide control signals from the remote server to the legacy alarm system. The remote server provides pre-determined responses to information received from the alarm system, including providing alarm system condition information to a user or a monitoring station for response.","['340/506.', '340/286.02']",['G05B23/027'],"['G08B29/00', 'G08B9/00']","['US-2005216580-A1', 'US-7248161-B2', 'US-2005024203-A1', 'US-6049273-A', 'US-6049272-A', 'US-6052052-A', 'US-5134644-A', 'US-4951029-A', 'US-5499014-A', 'US-6067346-A', 'US-6693545-B2', 'US-2007226182-A1', 'US-5717379-A', 'US-6038289-A', 'US-6661340-B1', 'US-5943394-A', 'US-2003061344-A1', 'US-6032036-A', 'US-5777551-A', 'US-6433683-B1', 'US-2003062997-A1', 'US-5625338-A', 'US-2008091793-A1', 'US-6956477-B2', 'US-5892442-A', 'US-7053764-B2', 'US-5438607-A']",",",False
17,US-8589581-B2,20131119,US,34935996,Weather forecast data distributing system and method,"Broadcast signal c is transmitted from a broadcast transmitter  5  to an artificial satellite  1  for predetermined signal conversion, whereby broadcast signals a l  to a n  are transmitted to all of Japan. On-earth stations  6 - 1  to  6 - n  are installed for weather forecast data. These on-earth stations receive the broadcast signals a l  to a n , respectively, transmitted from the artificial satellite  1 , and transmit receiving state data b 1  to b n , respectively, based on receiving level data to the artificial satellite  1 . The receiving state signals are changed with variations of their radio wave attenuation according to whether it is cloudy, rainy, snowy, the cloud density, etc. The receiving state data are collectively sent back to a weather forecast center  9 . Weather forecast data e obtained by analysis in the weather forecast center  9  is transmitted to the artificial satellite  1 , which in turn sends weather forecast data f back to all of Japan.","['709/232.', '709/235.', '702/3.']","['H04H20/53', 'G01W1/10', 'H04B7/1851', 'H04H20/74']","['H04B7/185', 'G01W1/08', 'G01W1/00', 'H04B7/19', 'G06F15/16']","['JP-S58200640-A', 'US-2001049584-A1', 'US-5406481-A', 'JP-H09238111-A', 'US-5675081-A', 'JP-2003219285-A', 'DE-4041915-A1', 'US-6035710-A', 'US-6308043-B1', 'JP-2001324576-A', 'US-6421528-B1', 'US-4731866-A', 'JP-2002319881-A', 'US-6577848-B1', 'US-2002168974-A1', 'JP-H07183842-A', 'JP-H0659055-A', 'WO-03085860-A1', 'JP-H05334210-A', 'JP-2001333424-A']",",",True
18,US-5757322-A,19980526,US,23646926,Cellular weather information system for aircraft,"Electromagnetic radiation from lightning is detected at a ground station which is part of a cellular network of stations; a computer determines a position of a thunderstorm associated with the lightning, then compiles and stores the storm location data. A user aircraft transmits, via cellular telephone equipment or direct radio link, a request for information together with a user identification number. After validation of the user number weather data is transmitted to the aircraft where a microcomputer processes the weather data to correct for the aircraft&#39;s position and heading, then displays storm locations relative to the aircraft. The display may incorporate radar data and satellite photographs of cloud formations. In-flight weather notices are transmitted in addition to the storm location data.","['342/26.D', '342/460.']",['G01W1/16'],['G01W1/16'],"['US-5519761-A', 'US-5557656-A', 'US-4792806-A', 'US-5111400-A', 'US-4347618-A', 'US-4841304-A', 'US-5331330-A', 'US-4792806-B1', 'US-5265024-A', 'US-4806851-A']",",",True
19,US-2009037034-A1,20090205,US,40338884,Vehicle performance monitoring system with multi-level caching,"A system and method for monitoring vehicle performance including multi-level caching. The system includes a vehicle portion with sensors, a vehicle caching data server, and a wireless transceiver and a monitoring station portion with monitoring workstations, a monitoring caching data server, and a wireless transceiver. The monitoring caching data server receives and aggregates requests for vehicle performance data from the monitoring workstations based on request priority and available bandwidth. The vehicle caching data server stores vehicle performance data from the sensors and selectively transmits a subset of the vehicle performance data to the monitoring caching data server in response to aggregate requests.","['701/3.', '701/99.', '701/31.4']","['G07C5/085', 'G07C5/008']",['G06F17/00'],"['US-2006218285-A1', 'US-7149612-B2', 'US-7103456-B2', 'US-2007130599-A1', 'US-2003065428-A1', 'US-2004160340-A1', 'US-2003158744-A1', 'US-7611092-B2', 'US-2003027551-A1', 'US-6353734-B1', 'US-7822415-B2', 'US-2003069015-A1', 'US-7328012-B2', 'US-2006184291-A1', 'US-2007291780-A1', 'US-2005171651-A1', 'US-7489992-B2', 'US-2005149238-A1', 'US-7564347-B2', 'US-2003236854-A1', 'US-2009081944-A1', 'US-2003083794-A1', 'US-2008313037-A1', 'US-2003003872-A1', 'US-2007001830-A1', 'US-2007206545-A1', 'US-2003078050-A1', 'US-2006122925-A1', 'US-7451023-B2', 'US-2006114324-A1', 'US-6122572-A', 'US-2009259361-A1', 'US-2006106506-A1', 'US-7466980-B2']",",",False
